age_group,cause,deaths,percent,country
60-69,Injuries,3266.92,13.89,Honduras
60-69,Noncommunicable diseases,13749.07,58.45,Honduras
60-69,"Communicable, maternal, perinatal and nutritional conditions",12088.77,19.23,Hungary
60-69,Injuries,1871.18,2.98,Hungary
60-69,Noncommunicable diseases,48899.56,77.79,Hungary
60-69,"Communicable, maternal, perinatal and nutritional conditions",17.16,2.9,Iceland
60-69,Injuries,39.88,6.75,Iceland
60-69,Noncommunicable diseases,534.04,90.35,Iceland
60-69,"Communicable, maternal, perinatal and nutritional conditions",1992411.96,36.22,India
60-69,Injuries,250783.87,4.56,India
60-69,Noncommunicable diseases,3256969.29,59.22,India
60-69,"Communicable, maternal, perinatal and nutritional conditions",380790.21,36.56,Indonesia
60-69,Injuries,19914.84,1.91,Indonesia
60-69,Noncommunicable diseases,640734.16,61.52,Indonesia
60-69,"Communicable, maternal, perinatal and nutritional conditions",64749.06,33.04,Iran (Islamic Republic of)
60-69,Injuries,6285.19,3.21,Iran (Islamic Republic of)
60-69,Noncommunicable diseases,124921.11,63.75,Iran (Islamic Republic of)
60-69,"Communicable, maternal, perinatal and nutritional conditions",7335.98,12.32,Iraq
60-69,Injuries,3099.09,5.2,Iraq
60-69,Noncommunicable diseases,49109.34,82.48,Iraq
60-69,"Communicable, maternal, perinatal and nutritional conditions",673.77,7.7,Ireland
60-69,Injuries,336.69,3.85,Ireland
60-69,Noncommunicable diseases,7734.93,88.45,Ireland
60-69,"Communicable, maternal, perinatal and nutritional conditions",2459.85,21.01,Israel
60-69,Injuries,384.4,3.28,Israel
60-69,Noncommunicable diseases,8862.74,75.7,Israel
60-69,"Communicable, maternal, perinatal and nutritional conditions",16441.77,12.36,Italy
60-69,Injuries,4177.28,3.14,Italy
60-69,Noncommunicable diseases,112436.42,84.5,Italy
60-69,"Communicable, maternal, perinatal and nutritional conditions",1524.62,17.05,Jamaica
60-69,Injuries,545.18,6.1,Jamaica
60-69,Noncommunicable diseases,6873.64,76.86,Jamaica
60-69,"Communicable, maternal, perinatal and nutritional conditions",12404.5,5.51,Japan
60-69,Injuries,12866.66,5.72,Japan
60-69,Noncommunicable diseases,199770.8,88.77,Japan
60-69,"Communicable, maternal, perinatal and nutritional conditions",4600.93,36.08,Jordan
60-69,Injuries,353.5,2.77,Jordan
60-69,Noncommunicable diseases,7798.48,61.15,Jordan
60-69,"Communicable, maternal, perinatal and nutritional conditions",25056.34,30.53,Kazakhstan
60-69,Injuries,2266.73,2.76,Kazakhstan
60-69,Noncommunicable diseases,54746.25,66.71,Kazakhstan
60-69,"Communicable, maternal, perinatal and nutritional conditions",34315.92,35.57,Kenya
60-69,Injuries,9497.01,9.84,Kenya
60-69,Noncommunicable diseases,52661.48,54.59,Kenya
60-69,"Communicable, maternal, perinatal and nutritional conditions",60.06,13.65,Kiribati
60-69,Injuries,5.02,1.14,Kiribati
60-69,Noncommunicable diseases,374.82,85.2,Kiribati
60-69,"Communicable, maternal, perinatal and nutritional conditions",1112.3,28.85,Kuwait
60-69,Injuries,110.21,2.86,Kuwait
60-69,Noncommunicable diseases,2633.31,68.29,Kuwait
60-69,"Communicable, maternal, perinatal and nutritional conditions",4045.11,23.99,Kyrgyzstan
60-69,Injuries,487.57,2.89,Kyrgyzstan
60-69,Noncommunicable diseases,12332.14,73.12,Kyrgyzstan
60-69,"Communicable, maternal, perinatal and nutritional conditions",2670.59,15.66,Lao People's Democratic Republic
60-69,Injuries,505.16,2.96,Lao People's Democratic Republic
60-69,Noncommunicable diseases,13873.57,81.37,Lao People's Democratic Republic
60-69,"Communicable, maternal, perinatal and nutritional conditions",1841.14,16.33,Latvia
60-69,Injuries,472.2,4.19,Latvia
60-69,Noncommunicable diseases,8958.55,79.48,Latvia
60-69,"Communicable, maternal, perinatal and nutritional conditions",5880.52,41.08,Lebanon
60-69,Injuries,357.52,2.5,Lebanon
60-69,Noncommunicable diseases,8075.55,56.42,Lebanon
60-69,"Communicable, maternal, perinatal and nutritional conditions",3969.57,43.84,Lesotho
60-69,Injuries,269.1,2.97,Lesotho
60-69,Noncommunicable diseases,4815.87,53.19,Lesotho
60-69,"Communicable, maternal, perinatal and nutritional conditions",3234.67,31.59,Liberia
60-69,Injuries,491.9,4.8,Liberia
60-69,Noncommunicable diseases,6511.4,63.6,Liberia
60-69,"Communicable, maternal, perinatal and nutritional conditions",2974.25,22.4,Libya
60-69,Injuries,624.99,4.71,Libya
60-69,Noncommunicable diseases,9680.01,72.9,Libya
60-69,"Communicable, maternal, perinatal and nutritional conditions",2642.25,17.89,Lithuania
60-69,Injuries,834.92,5.65,Lithuania
60-69,Noncommunicable diseases,11295.31,76.46,Lithuania
60-69,"Communicable, maternal, perinatal and nutritional conditions",120.88,11.49,Luxembourg
60-69,Injuries,51.51,4.9,Luxembourg
60-69,Noncommunicable diseases,879.73,83.62,Luxembourg
60-69,"Communicable, maternal, perinatal and nutritional conditions",18620.88,28.38,Madagascar
60-69,Injuries,3278.28,5.0,Madagascar
60-69,Noncommunicable diseases,43718.59,66.63,Madagascar
60-69,"Communicable, maternal, perinatal and nutritional conditions",11266.6,35.45,Malawi
60-69,Injuries,1779.23,5.6,Malawi
60-69,Noncommunicable diseases,18734.91,58.95,Malawi
60-69,"Communicable, maternal, perinatal and nutritional conditions",24170.19,25.09,Malaysia
60-69,Injuries,3362.29,3.49,Malaysia
60-69,Noncommunicable diseases,68789.46,71.42,Malaysia
60-69,"Communicable, maternal, perinatal and nutritional conditions",134.72,31.36,Maldives
60-69,Injuries,7.6,1.77,Maldives
60-69,Noncommunicable diseases,287.24,66.87,Maldives
60-69,"Communicable, maternal, perinatal and nutritional conditions",8135.51,26.05,Mali
60-69,Injuries,1949.48,6.24,Mali
60-69,Noncommunicable diseases,21148.32,67.71,Mali
60-69,"Communicable, maternal, perinatal and nutritional conditions",85.45,8.32,Malta
60-69,Injuries,19.52,1.9,Malta
60-69,Noncommunicable diseases,921.66,89.78,Malta
60-69,"Communicable, maternal, perinatal and nutritional conditions",2080.5,29.55,Mauritania
60-69,Injuries,292.35,4.15,Mauritania
60-69,Noncommunicable diseases,4666.77,66.29,Mauritania
60-69,"Communicable, maternal, perinatal and nutritional conditions",695.53,13.07,Mauritius
60-69,Injuries,93.75,1.76,Mauritius
60-69,Noncommunicable diseases,4531.45,85.17,Mauritius
60-69,"Communicable, maternal, perinatal and nutritional conditions",177913.03,43.64,Mexico
60-69,Injuries,9182.62,2.25,Mexico
60-69,Noncommunicable diseases,220601.75,54.11,Mexico
60-69,"Communicable, maternal, perinatal and nutritional conditions",27.03,6.03,Micronesia (Federated States of)
60-69,Injuries,11.76,2.62,Micronesia (Federated States of)
60-69,Noncommunicable diseases,409.41,91.34,Micronesia (Federated States of)
60-69,"Communicable, maternal, perinatal and nutritional conditions",1047.04,13.0,Mongolia
60-69,Injuries,249.55,3.1,Mongolia
60-69,Noncommunicable diseases,6758.54,83.9,Mongolia
60-69,"Communicable, maternal, perinatal and nutritional conditions",861.92,28.72,Montenegro
60-69,Injuries,70.88,2.36,Montenegro
60-69,Noncommunicable diseases,2068.78,68.92,Montenegro
60-69,"Communicable, maternal, perinatal and nutritional conditions",17490.03,15.28,Morocco
60-69,Injuries,3843.53,3.36,Morocco
60-69,Noncommunicable diseases,93132.85,81.36,Morocco
60-69,"Communicable, maternal, perinatal and nutritional conditions",25966.01,38.98,Mozambique
60-69,Injuries,3448.13,5.18,Mozambique
60-69,Noncommunicable diseases,37197.13,55.84,Mozambique
60-69,"Communicable, maternal, perinatal and nutritional conditions",42471.46,22.7,Myanmar
60-69,Injuries,6539.6,3.5,Myanmar
60-69,Noncommunicable diseases,138048.54,73.8,Myanmar
60-69,"Communicable, maternal, perinatal and nutritional conditions",4121.41,52.59,Namibia
60-69,Injuries,180.11,2.3,Namibia
60-69,Noncommunicable diseases,3535.29,45.11,Namibia
60-69,"Communicable, maternal, perinatal and nutritional conditions",22428.74,29.06,Nepal
60-69,Injuries,4328.06,5.61,Nepal
60-69,Noncommunicable diseases,50432.85,65.34,Nepal
60-69,"Communicable, maternal, perinatal and nutritional conditions",5125.52,12.1,Netherlands
60-69,Injuries,1486.39,3.51,Netherlands
60-69,Noncommunicable diseases,35746.58,84.39,Netherlands
60-69,"Communicable, maternal, perinatal and nutritional conditions",185.98,2.11,New Zealand
60-69,Injuries,394.64,4.48,New Zealand
60-69,Noncommunicable diseases,8234.89,93.41,New Zealand
60-69,"Communicable, maternal, perinatal and nutritional conditions",4685.0,43.52,Nicaragua
60-69,Injuries,255.79,2.38,Nicaragua
60-69,Noncommunicable diseases,5823.79,54.1,Nicaragua
60-69,"Communicable, maternal, perinatal and nutritional conditions",12431.76,31.95,Niger
60-69,Injuries,2595.9,6.67,Niger
60-69,Noncommunicable diseases,23886.42,61.38,Niger
60-69,"Communicable, maternal, perinatal and nutritional conditions",80054.68,26.77,Nigeria
60-69,Injuries,19347.86,6.47,Nigeria
60-69,Noncommunicable diseases,199626.53,66.76,Nigeria
60-69,"Communicable, maternal, perinatal and nutritional conditions",3755.41,31.98,North Macedonia
60-69,Injuries,206.59,1.76,North Macedonia
60-69,Noncommunicable diseases,7780.13,66.26,North Macedonia
60-69,"Communicable, maternal, perinatal and nutritional conditions",338.58,3.86,Norway
60-69,Injuries,446.0,5.08,Norway
60-69,Noncommunicable diseases,7995.46,91.06,Norway
60-69,"Communicable, maternal, perinatal and nutritional conditions",1739.91,39.27,Oman
60-69,Injuries,99.37,2.24,Oman
60-69,Noncommunicable diseases,2591.57,58.49,Oman
60-69,"Communicable, maternal, perinatal and nutritional conditions",105314.18,20.38,Pakistan
60-69,Injuries,16887.56,3.27,Pakistan
60-69,Noncommunicable diseases,394451.84,76.35,Pakistan
60-69,"Communicable, maternal, perinatal and nutritional conditions",1956.28,25.99,Panama
60-69,Injuries,281.97,3.75,Panama
60-69,Noncommunicable diseases,5289.7,70.27,Panama
60-69,"Communicable, maternal, perinatal and nutritional conditions",6623.17,29.45,Papua New Guinea
60-69,Injuries,597.45,2.66,Papua New Guinea
60-69,Noncommunicable diseases,15267.48,67.89,Papua New Guinea
60-69,"Communicable, maternal, perinatal and nutritional conditions",10125.59,49.18,Paraguay
60-69,Injuries,622.3,3.02,Paraguay
60-69,Noncommunicable diseases,9839.73,47.79,Paraguay
60-69,"Communicable, maternal, perinatal and nutritional conditions",65830.54,57.96,Peru
60-69,Injuries,3088.8,2.72,Peru
60-69,Noncommunicable diseases,44662.44,39.32,Peru
60-69,"Communicable, maternal, perinatal and nutritional conditions",83782.27,19.84,Philippines
60-69,Injuries,11442.1,2.71,Philippines
60-69,Noncommunicable diseases,327156.31,77.46,Philippines
60-69,"Communicable, maternal, perinatal and nutritional conditions",49509.4,23.91,Poland
60-69,Injuries,6908.41,3.34,Poland
60-69,Noncommunicable diseases,150628.17,72.75,Poland
60-69,"Communicable, maternal, perinatal and nutritional conditions",4026.2,14.62,Portugal
60-69,Injuries,1219.0,4.43,Portugal
60-69,Noncommunicable diseases,22287.01,80.95,Portugal
60-69,"Communicable, maternal, perinatal and nutritional conditions",1385.59,13.79,Puerto Rico
60-69,Injuries,501.03,4.99,Puerto Rico
60-69,Noncommunicable diseases,8161.7,81.22,Puerto Rico
60-69,"Communicable, maternal, perinatal and nutritional conditions",233.51,15.36,Qatar
60-69,Injuries,59.83,3.94,Qatar
60-69,Noncommunicable diseases,1226.93,80.7,Qatar
60-69,"Communicable, maternal, perinatal and nutritional conditions",7778.4,8.74,Republic of Korea
60-69,Injuries,8497.61,9.55,Republic of Korea
60-69,Noncommunicable diseases,72706.04,81.71,Republic of Korea
60-69,"Communicable, maternal, perinatal and nutritional conditions",6155.59,25.4,Republic of Moldova
60-69,Injuries,783.48,3.23,Republic of Moldova
60-69,Noncommunicable diseases,17299.04,71.37,Republic of Moldova
60-69,"Communicable, maternal, perinatal and nutritional conditions",34729.97,26.92,Romania
60-69,Injuries,4100.17,3.18,Romania
60-69,Noncommunicable diseases,90199.91,69.91,Romania
60-69,"Communicable, maternal, perinatal and nutritional conditions",292744.25,29.62,Russian Federation
60-69,Injuries,33804.44,3.42,Russian Federation
60-69,Noncommunicable diseases,661939.54,66.96,Russian Federation
60-69,"Communicable, maternal, perinatal and nutritional conditions",5707.68,22.15,Rwanda
60-69,Injuries,1501.33,5.83,Rwanda
60-69,Noncommunicable diseases,18563.05,72.03,Rwanda
60-69,"Communicable, maternal, perinatal and nutritional conditions",242.72,40.16,Saint Lucia
60-69,Injuries,13.97,2.31,Saint Lucia
60-69,Noncommunicable diseases,347.69,57.53,Saint Lucia
60-69,"Communicable, maternal, perinatal and nutritional conditions",76.11,18.61,Saint Vincent and the Grenadines
60-69,Injuries,14.47,3.54,Saint Vincent and the Grenadines
60-69,Noncommunicable diseases,318.39,77.85,Saint Vincent and the Grenadines
60-69,"Communicable, maternal, perinatal and nutritional conditions",22.05,3.85,Samoa
60-69,Injuries,13.49,2.35,Samoa
60-69,Noncommunicable diseases,537.62,93.8,Samoa
60-69,"Communicable, maternal, perinatal and nutritional conditions",99.76,26.34,Sao Tome and Principe
60-69,Injuries,15.75,4.16,Sao Tome and Principe
60-69,Noncommunicable diseases,263.25,69.5,Sao Tome and Principe
60-69,"Communicable, maternal, perinatal and nutritional conditions",4105.8,13.97,Saudi Arabia
60-69,Injuries,1339.23,4.56,Saudi Arabia
60-69,Noncommunicable diseases,23941.31,81.47,Saudi Arabia
60-69,"Communicable, maternal, perinatal and nutritional conditions",8201.2,26.28,Senegal
60-69,Injuries,2077.35,6.66,Senegal
60-69,Noncommunicable diseases,20932.92,67.07,Senegal
60-69,"Communicable, maternal, perinatal and nutritional conditions",16728.57,31.46,Serbia
60-69,Injuries,1131.95,2.13,Serbia
60-69,Noncommunicable diseases,35317.57,66.41,Serbia
60-69,"Communicable, maternal, perinatal and nutritional conditions",62.83,22.51,Seychelles
60-69,Injuries,11.68,4.18,Seychelles
60-69,Noncommunicable diseases,204.57,73.3,Seychelles
60-69,"Communicable, maternal, perinatal and nutritional conditions",4263.21,27.17,Sierra Leone
60-69,Injuries,744.76,4.75,Sierra Leone
60-69,Noncommunicable diseases,10685.39,68.09,Sierra Leone
60-69,"Communicable, maternal, perinatal and nutritional conditions",1023.92,10.6,Singapore
60-69,Injuries,263.91,2.73,Singapore
60-69,Noncommunicable diseases,8373.3,86.67,Singapore
60-69,"Communicable, maternal, perinatal and nutritional conditions",9386.23,31.57,Slovakia
60-69,Injuries,919.18,3.09,Slovakia
60-69,Noncommunicable diseases,19423.13,65.33,Slovakia
60-69,"Communicable, maternal, perinatal and nutritional conditions",526.39,7.9,Slovenia
60-69,Injuries,377.9,5.67,Slovenia
60-69,Noncommunicable diseases,5763.05,86.44,Slovenia
60-69,"Communicable, maternal, perinatal and nutritional conditions",314.78,16.02,Solomon Islands
60-69,Injuries,49.65,2.53,Solomon Islands
60-69,Noncommunicable diseases,1600.57,81.45,Solomon Islands
60-69,"Communicable, maternal, perinatal and nutritional conditions",20727.32,44.07,Somalia
60-69,Injuries,2665.5,5.67,Somalia
60-69,Noncommunicable diseases,23644.36,50.27,Somalia
60-69,"Communicable, maternal, perinatal and nutritional conditions",117133.2,49.5,South Africa
60-69,Injuries,7093.94,3.0,South Africa
60-69,Noncommunicable diseases,112381.81,47.5,South Africa
60-69,"Communicable, maternal, perinatal and nutritional conditions",8613.43,34.87,South Sudan
60-69,Injuries,1755.71,7.11,South Sudan
60-69,Noncommunicable diseases,14332.26,58.02,South Sudan
60-69,"Communicable, maternal, perinatal and nutritional conditions",11629.17,11.71,Spain
60-69,Injuries,3391.28,3.42,Spain
60-69,Noncommunicable diseases,84270.98,84.87,Spain
60-69,"Communicable, maternal, perinatal and nutritional conditions",9684.39,17.45,Sri Lanka
60-69,Injuries,2564.78,4.62,Sri Lanka
60-69,Noncommunicable diseases,43259.44,77.93,Sri Lanka
60-69,"Communicable, maternal, perinatal and nutritional conditions",19573.75,26.15,Sudan
60-69,Injuries,3366.32,4.5,Sudan
60-69,Noncommunicable diseases,51911.29,69.35,Sudan
60-69,"Communicable, maternal, perinatal and nutritional conditions",758.78,36.77,Suriname
60-69,Injuries,68.78,3.33,Suriname
60-69,Noncommunicable diseases,1235.76,59.89,Suriname
60-69,"Communicable, maternal, perinatal and nutritional conditions",1667.89,9.24,Sweden
60-69,Injuries,896.08,4.96,Sweden
60-69,Noncommunicable diseases,15484.1,85.79,Sweden
60-69,"Communicable, maternal, perinatal and nutritional conditions",1440.19,9.95,Switzerland
60-69,Injuries,764.1,5.28,Switzerland
60-69,Noncommunicable diseases,12267.21,84.77,Switzerland
60-69,"Communicable, maternal, perinatal and nutritional conditions",3740.8,9.79,Syrian Arab Republic
60-69,Injuries,1901.29,4.97,Syrian Arab Republic
60-69,Noncommunicable diseases,32582.02,85.24,Syrian Arab Republic
60-69,"Communicable, maternal, perinatal and nutritional conditions",3934.8,24.37,Tajikistan
60-69,Injuries,393.78,2.44,Tajikistan
60-69,Noncommunicable diseases,11818.34,73.19,Tajikistan
60-69,"Communicable, maternal, perinatal and nutritional conditions",35448.02,18.14,Thailand
60-69,Injuries,8972.22,4.59,Thailand
60-69,Noncommunicable diseases,151041.22,77.27,Thailand
60-69,"Communicable, maternal, perinatal and nutritional conditions",791.04,31.33,Timor-Leste
60-69,Injuries,75.81,3.0,Timor-Leste
60-69,Noncommunicable diseases,1657.7,65.66,Timor-Leste
60-69,"Communicable, maternal, perinatal and nutritional conditions",4625.35,24.5,Togo
60-69,Injuries,1035.62,5.49,Togo
60-69,Noncommunicable diseases,13217.59,70.01,Togo
60-69,"Communicable, maternal, perinatal and nutritional conditions",11.9,4.96,Tonga
60-69,Injuries,6.09,2.54,Tonga
60-69,Noncommunicable diseases,221.79,92.5,Tonga
60-69,"Communicable, maternal, perinatal and nutritional conditions",1362.7,21.67,Trinidad and Tobago
60-69,Injuries,188.61,3.0,Trinidad and Tobago
60-69,Noncommunicable diseases,4737.83,75.33,Trinidad and Tobago
60-69,"Communicable, maternal, perinatal and nutritional conditions",13001.37,37.52,Tunisia
60-69,Injuries,1046.22,3.02,Tunisia
60-69,Noncommunicable diseases,20607.12,59.46,Tunisia
60-69,"Communicable, maternal, perinatal and nutritional conditions",1312.07,7.64,Turkmenistan
60-69,Injuries,399.18,2.32,Turkmenistan
60-69,Noncommunicable diseases,15462.53,90.04,Turkmenistan
60-69,"Communicable, maternal, perinatal and nutritional conditions",60277.36,26.26,Türkiye
60-69,Injuries,3997.83,1.74,Türkiye
60-69,Noncommunicable diseases,165236.22,71.99,Türkiye
60-69,"Communicable, maternal, perinatal and nutritional conditions",14252.75,27.58,Uganda
60-69,Injuries,3390.54,6.56,Uganda
60-69,Noncommunicable diseases,34042.64,65.86,Uganda
60-69,"Communicable, maternal, perinatal and nutritional conditions",55974.6,19.05,Ukraine
60-69,Injuries,8910.2,3.03,Ukraine
60-69,Noncommunicable diseases,228942.93,77.92,Ukraine
60-69,"Communicable, maternal, perinatal and nutritional conditions",708.14,13.74,United Arab Emirates
60-69,Injuries,168.45,3.27,United Arab Emirates
60-69,Noncommunicable diseases,4275.57,82.99,United Arab Emirates
60-69,"Communicable, maternal, perinatal and nutritional conditions",19598.56,12.42,United Kingdom
60-69,Injuries,4377.88,2.78,United Kingdom
60-69,Noncommunicable diseases,133779.7,84.8,United Kingdom
60-69,"Communicable, maternal, perinatal and nutritional conditions",25599.49,29.72,United Republic of Tanzania
60-69,Injuries,4440.59,5.16,United Republic of Tanzania
60-69,Noncommunicable diseases,56093.14,65.12,United Republic of Tanzania
60-69,"Communicable, maternal, perinatal and nutritional conditions",231551.56,19.04,United States of America
60-69,Injuries,50852.81,4.18,United States of America
60-69,Noncommunicable diseases,933959.33,76.78,United States of America
60-69,"Communicable, maternal, perinatal and nutritional conditions",2583.99,19.97,Uruguay
60-69,Injuries,555.46,4.29,Uruguay
60-69,Noncommunicable diseases,9798.04,75.73,Uruguay
60-69,"Communicable, maternal, perinatal and nutritional conditions",8775.2,9.43,Uzbekistan
60-69,Injuries,1845.65,1.98,Uzbekistan
60-69,Noncommunicable diseases,82414.69,88.58,Uzbekistan
60-69,"Communicable, maternal, perinatal and nutritional conditions",100.35,12.49,Vanuatu
60-69,Injuries,18.43,2.29,Vanuatu
60-69,Noncommunicable diseases,684.91,85.22,Vanuatu
60-69,"Communicable, maternal, perinatal and nutritional conditions",11583.08,13.61,Venezuela (Bolivarian Republic of)
60-69,Injuries,3502.34,4.12,Venezuela (Bolivarian Republic of)
60-69,Noncommunicable diseases,70022.26,82.27,Venezuela (Bolivarian Republic of)
60-69,"Communicable, maternal, perinatal and nutritional conditions",25852.45,9.59,Viet Nam
60-69,Injuries,15705.86,5.82,Viet Nam
60-69,Noncommunicable diseases,228070.36,84.59,Viet Nam
60-69,"Communicable, maternal, perinatal and nutritional conditions",9926.33,20.8,Yemen
60-69,Injuries,2874.83,6.02,Yemen
60-69,Noncommunicable diseases,34922.75,73.18,Yemen
60-69,"Communicable, maternal, perinatal and nutritional conditions",11471.98,39.13,Zambia
60-69,Injuries,1349.85,4.6,Zambia
60-69,Noncommunicable diseases,16496.72,56.27,Zambia
60-69,"Communicable, maternal, perinatal and nutritional conditions",16322.71,35.75,Zimbabwe
60-69,Injuries,1806.85,3.96,Zimbabwe
60-69,Noncommunicable diseases,27524.45,60.29,Zimbabwe
60-69,"Communicable, maternal, perinatal and nutritional conditions",1593.52,22.42,"occupied Palestinian territory, including east Jerusalem"
60-69,Injuries,136.9,1.93,"occupied Palestinian territory, including east Jerusalem"
60-69,Noncommunicable diseases,5377.53,75.66,"occupied Palestinian territory, including east Jerusalem"
70+,"Communicable, maternal, perinatal and nutritional conditions",29304.75,25.82,Afghanistan
70+,Injuries,3075.1,2.71,Afghanistan
70+,Noncommunicable diseases,81135.46,71.48,Afghanistan
70+,"Communicable, maternal, perinatal and nutritional conditions",10082.42,21.18,Albania
70+,Injuries,554.72,1.17,Albania
70+,Noncommunicable diseases,36960.15,77.65,Albania
70+,"Communicable, maternal, perinatal and nutritional conditions",21261.94,9.34,Algeria
70+,Injuries,4000.68,1.76,Algeria
70+,Noncommunicable diseases,202495.36,88.91,Algeria
70+,"Communicable, maternal, perinatal and nutritional conditions",25723.67,27.38,Angola
70+,Injuries,2903.36,3.09,Angola
70+,Noncommunicable diseases,65323.7,69.53,Angola
70+,"Communicable, maternal, perinatal and nutritional conditions",206.16,26.9,Antigua and Barbuda
70+,Injuries,6.75,0.88,Antigua and Barbuda
70+,Noncommunicable diseases,553.54,72.22,Antigua and Barbuda
70+,"Communicable, maternal, perinatal and nutritional conditions",183340.3,32.76,Argentina
70+,Injuries,7890.62,1.41,Argentina
70+,Noncommunicable diseases,368432.96,65.83,Argentina
70+,"Communicable, maternal, perinatal and nutritional conditions",10487.05,23.55,Armenia
70+,Injuries,511.87,1.15,Armenia
70+,Noncommunicable diseases,33538.31,75.3,Armenia
70+,"Communicable, maternal, perinatal and nutritional conditions",11203.93,4.21,Australia
70+,Injuries,10969.47,4.13,Australia
70+,Noncommunicable diseases,243670.79,91.66,Australia
70+,"Communicable, maternal, perinatal and nutritional conditions",17352.09,11.68,Austria
70+,Injuries,5745.38,3.87,Austria
70+,Noncommunicable diseases,125502.36,84.46,Austria
70+,"Communicable, maternal, perinatal and nutritional conditions",16399.58,28.33,Azerbaijan
70+,Injuries,600.31,1.04,Azerbaijan
70+,Noncommunicable diseases,40880.82,70.63,Azerbaijan
70+,"Communicable, maternal, perinatal and nutritional conditions",1315.48,29.92,Bahamas
70+,Injuries,110.52,2.51,Bahamas
70+,Noncommunicable diseases,2971.11,67.57,Bahamas
70+,"Communicable, maternal, perinatal and nutritional conditions",714.92,11.88,Bahrain
70+,Injuries,78.68,1.31,Bahrain
70+,Noncommunicable diseases,5222.41,86.81,Bahrain
70+,"Communicable, maternal, perinatal and nutritional conditions",162698.85,20.91,Bangladesh
70+,Injuries,18607.63,2.39,Bangladesh
70+,Noncommunicable diseases,596641.59,76.69,Bangladesh
70+,"Communicable, maternal, perinatal and nutritional conditions",427.46,12.77,Barbados
70+,Injuries,78.24,2.34,Barbados
70+,Noncommunicable diseases,2840.39,84.89,Barbados
70+,"Communicable, maternal, perinatal and nutritional conditions",24054.82,15.87,Belarus
70+,Injuries,2079.71,1.37,Belarus
70+,Noncommunicable diseases,125455.31,82.76,Belarus
70+,"Communicable, maternal, perinatal and nutritional conditions",35507.46,20.11,Belgium
70+,Injuries,7542.52,4.27,Belgium
70+,Noncommunicable diseases,133503.74,75.62,Belgium
70+,"Communicable, maternal, perinatal and nutritional conditions",331.56,26.47,Belize
70+,Injuries,51.7,4.13,Belize
70+,Noncommunicable diseases,869.14,69.4,Belize
70+,"Communicable, maternal, perinatal and nutritional conditions",9117.97,25.32,Benin
70+,Injuries,1694.15,4.7,Benin
70+,Noncommunicable diseases,25203.72,69.98,Benin
70+,"Communicable, maternal, perinatal and nutritional conditions",492.12,13.64,Bhutan
70+,Injuries,190.81,5.29,Bhutan
70+,Noncommunicable diseases,2925.26,81.07,Bhutan
70+,"Communicable, maternal, perinatal and nutritional conditions",41770.24,50.28,Bolivia (Plurinational State of)
70+,Injuries,2078.38,2.5,Bolivia (Plurinational State of)
70+,Noncommunicable diseases,39230.63,47.22,Bolivia (Plurinational State of)
70+,"Communicable, maternal, perinatal and nutritional conditions",16268.46,20.04,Bosnia and Herzegovina
70+,Injuries,1062.41,1.31,Bosnia and Herzegovina
70+,Noncommunicable diseases,63845.74,78.65,Bosnia and Herzegovina
70+,"Communicable, maternal, perinatal and nutritional conditions",5736.36,51.21,Botswana
70+,Injuries,168.0,1.5,Botswana
70+,Noncommunicable diseases,5298.16,47.29,Botswana
70+,"Communicable, maternal, perinatal and nutritional conditions",591879.53,30.31,Brazil
70+,Injuries,57129.38,2.93,Brazil
70+,Noncommunicable diseases,1303499.07,66.76,Brazil
70+,"Communicable, maternal, perinatal and nutritional conditions",249.92,14.28,Brunei Darussalam
70+,Injuries,39.89,2.28,Brunei Darussalam
70+,Noncommunicable diseases,1459.95,83.44,Brunei Darussalam
70+,"Communicable, maternal, perinatal and nutritional conditions",39780.47,19.29,Bulgaria
70+,Injuries,1790.43,0.87,Bulgaria
70+,Noncommunicable diseases,164636.36,79.84,Bulgaria
70+,"Communicable, maternal, perinatal and nutritional conditions",14707.51,28.8,Burkina Faso
70+,Injuries,3012.02,5.9,Burkina Faso
70+,Noncommunicable diseases,33346.09,65.3,Burkina Faso
70+,"Communicable, maternal, perinatal and nutritional conditions",7868.53,26.59,Burundi
70+,Injuries,1463.48,4.95,Burundi
70+,Noncommunicable diseases,20258.99,68.46,Burundi
70+,"Communicable, maternal, perinatal and nutritional conditions",679.53,21.48,Cabo Verde
70+,Injuries,119.29,3.77,Cabo Verde
70+,Noncommunicable diseases,2364.89,74.75,Cabo Verde
70+,"Communicable, maternal, perinatal and nutritional conditions",20839.54,22.34,Cambodia
70+,Injuries,3167.3,3.39,Cambodia
70+,Noncommunicable diseases,69297.38,74.27,Cambodia
70+,"Communicable, maternal, perinatal and nutritional conditions",23877.95,32.89,Cameroon
70+,Injuries,2492.98,3.43,Cameroon
70+,Noncommunicable diseases,46227.7,63.68,Cameroon
70+,"Communicable, maternal, perinatal and nutritional conditions",37728.15,8.43,Canada
70+,Injuries,18982.13,4.24,Canada
70+,Noncommunicable diseases,390904.3,87.33,Canada
70+,"Communicable, maternal, perinatal and nutritional conditions",5357.04,42.85,Central African Republic
70+,Injuries,352.86,2.82,Central African Republic
70+,Noncommunicable diseases,6793.19,54.33,Central African Republic
70+,"Communicable, maternal, perinatal and nutritional conditions",12799.79,37.25,Chad
70+,Injuries,1561.13,4.54,Chad
70+,Noncommunicable diseases,20005.37,58.21,Chad
