year,cause,sex,deaths
2016,Congenital malformations of cardiac chambers and connections (Q20),females,8.0
2016,Congenital malformations of cardiac chambers and connections (Q20),males,5.0
2016,Congenital malformations of cardiac chambers and connections (Q20),persons,13.0
2016,Congenital malformations of cardiac septa (Q21),females,24.0
2016,Congenital malformations of cardiac septa (Q21),males,25.0
2016,Congenital malformations of cardiac septa (Q21),persons,49.0
2016,"Congenital malformations of gallbladder, bile ducts and liver (Q44)",females,1.0
2016,"Congenital malformations of gallbladder, bile ducts and liver (Q44)",males,2.0
2016,"Congenital malformations of gallbladder, bile ducts and liver (Q44)",persons,3.0
2016,Congenital malformations of genital organs (Q50-Q56),males,1.0
2016,Congenital malformations of genital organs (Q50-Q56),persons,1.0
2016,Congenital malformations of great arteries (Q25),females,4.0
2016,Congenital malformations of great arteries (Q25),males,8.0
2016,Congenital malformations of great arteries (Q25),persons,12.0
2016,Congenital malformations of great veins (Q26),females,1.0
2016,Congenital malformations of great veins (Q26),males,4.0
2016,Congenital malformations of great veins (Q26),persons,5.0
2016,Congenital malformations of larynx (Q31),females,1.0
2016,Congenital malformations of larynx (Q31),persons,1.0
2016,Congenital malformations of lung (Q33),females,1.0
2016,Congenital malformations of lung (Q33),males,5.0
2016,Congenital malformations of lung (Q33),persons,6.0
2016,Congenital malformations of oesophagus (Q39),females,3.0
2016,Congenital malformations of oesophagus (Q39),males,5.0
2016,Congenital malformations of oesophagus (Q39),persons,8.0
2016,Congenital malformations of pulmonary and tricuspid valves (Q22),females,6.0
2016,Congenital malformations of pulmonary and tricuspid valves (Q22),males,4.0
2016,Congenital malformations of pulmonary and tricuspid valves (Q22),persons,10.0
2016,Congenital malformations of spine and bony thorax (Q76),males,1.0
2016,Congenital malformations of spine and bony thorax (Q76),persons,1.0
2016,Congenital malformations of the circulatory system (Q20-Q28),females,92.0
2016,Congenital malformations of the circulatory system (Q20-Q28),males,116.0
2016,Congenital malformations of the circulatory system (Q20-Q28),persons,208.0
2016,"Congenital malformations of the musculoskeletal system, not elsewhere classified (Q79)",females,6.0
2016,"Congenital malformations of the musculoskeletal system, not elsewhere classified (Q79)",males,11.0
2016,"Congenital malformations of the musculoskeletal system, not elsewhere classified (Q79)",persons,17.0
2016,Congenital malformations of the nervous system (Q00-Q07),females,23.0
2016,Congenital malformations of the nervous system (Q00-Q07),males,34.0
2016,Congenital malformations of the nervous system (Q00-Q07),persons,57.0
2016,Congenital malformations of the respiratory system (Q30-Q34),females,4.0
2016,Congenital malformations of the respiratory system (Q30-Q34),males,6.0
2016,Congenital malformations of the respiratory system (Q30-Q34),persons,10.0
2016,Congenital malformations of the urinary system (Q60-Q64),females,34.0
2016,Congenital malformations of the urinary system (Q60-Q64),males,31.0
2016,Congenital malformations of the urinary system (Q60-Q64),persons,65.0
2016,Congenital malformations of trachea and bronchus (Q32),females,2.0
2016,Congenital malformations of trachea and bronchus (Q32),males,1.0
2016,Congenital malformations of trachea and bronchus (Q32),persons,3.0
2016,"Congenital musculoskeletal deformities of head, face, spine and chest (Q67)",males,1.0
2016,"Congenital musculoskeletal deformities of head, face, spine and chest (Q67)",persons,1.0
2016,Congenital obstructive defects of renal pelvis and congenital malformations of ureter (Q62),females,1.0
2016,Congenital obstructive defects of renal pelvis and congenital malformations of ureter (Q62),males,2.0
2016,Congenital obstructive defects of renal pelvis and congenital malformations of ureter (Q62),persons,3.0
2016,Congenital pneumonia (P23),females,1.0
2016,Congenital pneumonia (P23),persons,1.0
2016,Congenital viral diseases (P35),females,6.0
2016,Congenital viral diseases (P35),males,5.0
2016,Congenital viral diseases (P35),persons,11.0
2016,Contact with agricultural machinery (W30),males,3.0
2016,Contact with agricultural machinery (W30),persons,3.0
2016,"Contact with blunt object, undetermined intent (Y29)",females,1.0
2016,"Contact with blunt object, undetermined intent (Y29)",persons,1.0
2016,Contact with heat and hot substances (X10-X19),females,2.0
2016,Contact with heat and hot substances (X10-X19),males,3.0
2016,Contact with heat and hot substances (X10-X19),persons,5.0
2016,"Contact with hornets, wasps and bees (X23)",males,2.0
2016,"Contact with hornets, wasps and bees (X23)",persons,2.0
2016,"Contact with hot drinks, food, fats and cooking oils (X10)",males,1.0
2016,"Contact with hot drinks, food, fats and cooking oils (X10)",persons,1.0
2016,"Contact with hot engines, machinery and tools (X17)",males,1.0
2016,"Contact with hot engines, machinery and tools (X17)",persons,1.0
2016,"Contact with hot heating appliances, radiators and pipes (X16)",males,1.0
2016,"Contact with hot heating appliances, radiators and pipes (X16)",persons,1.0
2016,Contact with hot tap-water (X11),females,2.0
2016,Contact with hot tap-water (X11),persons,2.0
2016,"Contact with knife, sword or dagger (W26)",males,2.0
2016,"Contact with knife, sword or dagger (W26)",persons,2.0
2016,"Contact with lifting and transmission devices, not elsewhere classified (W24)",males,1.0
2016,"Contact with lifting and transmission devices, not elsewhere classified (W24)",persons,1.0
2016,Contact with marine animal (W56),females,1.0
2016,Contact with marine animal (W56),males,2.0
2016,Contact with marine animal (W56),persons,3.0
2016,Contact with other and unspecified machinery (W31),females,3.0
2016,Contact with other and unspecified machinery (W31),males,10.0
2016,Contact with other and unspecified machinery (W31),persons,13.0
2016,Contact with other powered hand tools and household machinery (W29),males,4.0
2016,Contact with other powered hand tools and household machinery (W29),persons,4.0
2016,Contact with sharp glass (W25),females,1.0
2016,Contact with sharp glass (W25),males,4.0
2016,Contact with sharp glass (W25),persons,5.0
2016,Contact with venomous animals and plants (X20-X29),females,1.0
2016,Contact with venomous animals and plants (X20-X29),males,4.0
2016,Contact with venomous animals and plants (X20-X29),persons,5.0
2016,Contact with venomous snakes and lizards (X20),females,1.0
2016,Contact with venomous snakes and lizards (X20),males,2.0
2016,Contact with venomous snakes and lizards (X20),persons,3.0
2016,Coxarthrosis [arthrosis of hip] (M16),females,1.0
2016,Coxarthrosis [arthrosis of hip] (M16),males,2.0
2016,Coxarthrosis [arthrosis of hip] (M16),persons,3.0
2016,"Crashing of motor vehicle, undetermined intent (Y32)",females,5.0
2016,"Crashing of motor vehicle, undetermined intent (Y32)",males,7.0
2016,"Crashing of motor vehicle, undetermined intent (Y32)",persons,12.0
2016,Crohn disease [regional enteritis] (K50),females,23.0
2016,Crohn disease [regional enteritis] (K50),males,12.0
2016,Crohn disease [regional enteritis] (K50),persons,35.0
2016,Cryptococcosis (B45),females,1.0
2016,Cryptococcosis (B45),males,3.0
2016,Cryptococcosis (B45),persons,4.0
2016,"Cutaneous abscess, furuncle and carbuncle (L02)",females,10.0
2016,"Cutaneous abscess, furuncle and carbuncle (L02)",males,7.0
2016,"Cutaneous abscess, furuncle and carbuncle (L02)",persons,17.0
2016,Cystic fibrosis (E84),females,17.0
2016,Cystic fibrosis (E84),males,18.0
2016,Cystic fibrosis (E84),persons,35.0
2016,Cystic kidney disease (Q61),females,24.0
2016,Cystic kidney disease (Q61),males,24.0
2016,Cystic kidney disease (Q61),persons,48.0
2016,Cystitis (N30),females,4.0
2016,Cystitis (N30),males,5.0
2016,Cystitis (N30),persons,9.0
2016,Cytomegaloviral disease (B25),females,3.0
2016,Cytomegaloviral disease (B25),males,2.0
2016,Cytomegaloviral disease (B25),persons,5.0
2016,Decubitus ulcer (L89),females,25.0
2016,Decubitus ulcer (L89),males,13.0
2016,Decubitus ulcer (L89),persons,38.0
2016,Deficiency of other B group vitamins (E53),females,5.0
2016,Deficiency of other B group vitamins (E53),males,1.0
2016,Deficiency of other B group vitamins (E53),persons,6.0
2016,Deficiency of other nutrient elements (E61),females,4.0
2016,Deficiency of other nutrient elements (E61),males,1.0
2016,Deficiency of other nutrient elements (E61),persons,5.0
2016,Deforming dorsopathies (M40-M43),females,18.0
2016,Deforming dorsopathies (M40-M43),males,6.0
2016,Deforming dorsopathies (M40-M43),persons,24.0
2016,"Delirium, not induced by alcohol and other psychoactive substances (F05)",females,148.0
2016,"Delirium, not induced by alcohol and other psychoactive substances (F05)",males,140.0
2016,"Delirium, not induced by alcohol and other psychoactive substances (F05)",persons,288.0
2016,Demyelinating diseases of the central nervous system (G35-G37),females,122.0
2016,Demyelinating diseases of the central nervous system (G35-G37),males,76.0
2016,Demyelinating diseases of the central nervous system (G35-G37),persons,198.0
2016,Dengue fever [classical dengue] (A90),females,1.0
2016,Dengue fever [classical dengue] (A90),persons,1.0
2016,Dental caries (K02),males,1.0
2016,Dental caries (K02),persons,1.0
2016,Depressive episode (F32),females,49.0
2016,Depressive episode (F32),males,20.0
2016,Depressive episode (F32),persons,69.0
2016,Dermatitis and eczema (L20-L30),females,1.0
2016,Dermatitis and eczema (L20-L30),persons,1.0
2016,Dermatopolymyositis (M33),females,6.0
2016,Dermatopolymyositis (M33),males,6.0
2016,Dermatopolymyositis (M33),persons,12.0
2016,Diabetes mellitus (E10-E14),females,2230.0
2016,Diabetes mellitus (E10-E14),males,2616.0
2016,Diabetes mellitus (E10-E14),persons,4846.0
2016,Diaphragmatic hernia (K44),females,41.0
2016,Diaphragmatic hernia (K44),males,20.0
2016,Diaphragmatic hernia (K44),persons,61.0
2016,Digestive system disorders of fetus and newborn (P75-P78),females,12.0
2016,Digestive system disorders of fetus and newborn (P75-P78),males,8.0
2016,Digestive system disorders of fetus and newborn (P75-P78),persons,20.0
2016,Discharge of firework (W39),males,1.0
2016,Discharge of firework (W39),persons,1.0
2016,Diseases of appendix (K35-K38),females,13.0
2016,Diseases of appendix (K35-K38),males,14.0
2016,Diseases of appendix (K35-K38),persons,27.0
2016,"Diseases of arteries, arterioles and capillaries (I70-I79)",females,896.0
2016,"Diseases of arteries, arterioles and capillaries (I70-I79)",males,1017.0
2016,"Diseases of arteries, arterioles and capillaries (I70-I79)",persons,1913.0
2016,Diseases of capillaries (I78),females,1.0
2016,Diseases of capillaries (I78),persons,1.0
2016,Diseases of external ear (H60-H62),males,4.0
2016,Diseases of external ear (H60-H62),persons,4.0
2016,Diseases of inner ear (H80-H83),females,2.0
2016,Diseases of inner ear (H80-H83),persons,2.0
2016,Diseases of liver (K70-K77),females,622.0
2016,Diseases of liver (K70-K77),males,1212.0
2016,Diseases of liver (K70-K77),persons,1834.0
2016,Diseases of male genital organs (N40-N51),males,85.0
2016,Diseases of male genital organs (N40-N51),persons,85.0
2016,Diseases of middle ear and mastoid (H65-H75),females,1.0
2016,Diseases of middle ear and mastoid (H65-H75),males,5.0
2016,Diseases of middle ear and mastoid (H65-H75),persons,6.0
2016,Diseases of myoneural junction and muscle (G70-G73),females,87.0
2016,Diseases of myoneural junction and muscle (G70-G73),males,92.0
2016,Diseases of myoneural junction and muscle (G70-G73),persons,179.0
2016,"Diseases of oesophagus, stomach and duodenum (K20-K31)",females,310.0
2016,"Diseases of oesophagus, stomach and duodenum (K20-K31)",males,280.0
2016,"Diseases of oesophagus, stomach and duodenum (K20-K31)",persons,590.0
2016,"Diseases of oral cavity, salivary glands and jaws (K00-K14)",females,22.0
2016,"Diseases of oral cavity, salivary glands and jaws (K00-K14)",males,11.0
2016,"Diseases of oral cavity, salivary glands and jaws (K00-K14)",persons,33.0
2016,Diseases of peritoneum (K65-K67),females,43.0
2016,Diseases of peritoneum (K65-K67),males,29.0
2016,Diseases of peritoneum (K65-K67),persons,72.0
2016,Diseases of pulp and periapical tissues (K04),females,4.0
2016,Diseases of pulp and periapical tissues (K04),males,3.0
2016,Diseases of pulp and periapical tissues (K04),persons,7.0
2016,Diseases of salivary glands (K11),females,11.0
2016,Diseases of salivary glands (K11),males,3.0
2016,Diseases of salivary glands (K11),persons,14.0
2016,Diseases of spleen (D73),females,5.0
2016,Diseases of spleen (D73),males,2.0
2016,Diseases of spleen (D73),persons,7.0
2016,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",females,161.0
2016,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",males,151.0
2016,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80-I89)",persons,312.0
2016,"Diseases of vocal cords and larynx, not elsewhere classified (J38)",females,7.0
2016,"Diseases of vocal cords and larynx, not elsewhere classified (J38)",males,10.0
2016,"Diseases of vocal cords and larynx, not elsewhere classified (J38)",persons,17.0
2016,Disorders of aromatic amino-acid metabolism (E70),females,1.0
2016,Disorders of aromatic amino-acid metabolism (E70),persons,1.0
2016,Disorders of autonomic nervous system (G90),females,40.0
2016,Disorders of autonomic nervous system (G90),males,56.0
2016,Disorders of autonomic nervous system (G90),persons,96.0
2016,Disorders of bone density and structure (M80-M85),females,214.0
2016,Disorders of bone density and structure (M80-M85),males,50.0
2016,Disorders of bone density and structure (M80-M85),persons,264.0
2016,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism (E71),females,1.0
2016,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism (E71),persons,1.0
