country,iso3,sex,major_category,number_of_deaths,percentage_of_total_deaths,Year
United Arab Emirates,ARE,persons,"Communicable, maternal, perinatal and nutritional conditions",2512.56,19.41,2020
United Arab Emirates,ARE,persons,Noncommunicable diseases,8445.4,65.24,2020
United Arab Emirates,ARE,persons,Injuries,1709.04,13.2,2020
United Arab Emirates,ARE,males,"Communicable, maternal, perinatal and nutritional conditions",1608.77,12.43,2020
United Arab Emirates,ARE,males,Noncommunicable diseases,6278.05,48.5,2020
United Arab Emirates,ARE,males,Injuries,1541.47,11.91,2020
United Arab Emirates,ARE,females,"Communicable, maternal, perinatal and nutritional conditions",903.79,6.98,2020
United Arab Emirates,ARE,females,Noncommunicable diseases,2167.35,16.74,2020
United Arab Emirates,ARE,females,Injuries,167.57,1.29,2020
United Kingdom,GBR,persons,"Communicable, maternal, perinatal and nutritional conditions",119028.1,17.29,2020
United Kingdom,GBR,persons,Noncommunicable diseases,547744.24,79.54,2020
United Kingdom,GBR,persons,Injuries,21839.21,3.17,2020
United Kingdom,GBR,males,"Communicable, maternal, perinatal and nutritional conditions",61890.5,8.99,2020
United Kingdom,GBR,males,Noncommunicable diseases,272730.64,39.61,2020
United Kingdom,GBR,males,Injuries,13144.16,1.91,2020
United Kingdom,GBR,females,"Communicable, maternal, perinatal and nutritional conditions",57137.6,8.3,2020
United Kingdom,GBR,females,Noncommunicable diseases,275013.6,39.94,2020
United Kingdom,GBR,females,Injuries,8695.05,1.26,2020
United Republic of Tanzania,TZA,persons,"Communicable, maternal, perinatal and nutritional conditions",188769.06,53.96,2020
United Republic of Tanzania,TZA,persons,Noncommunicable diseases,131138.65,37.49,2020
United Republic of Tanzania,TZA,persons,Injuries,29910.35,8.55,2020
United Republic of Tanzania,TZA,males,"Communicable, maternal, perinatal and nutritional conditions",96945.48,27.71,2020
United Republic of Tanzania,TZA,males,Noncommunicable diseases,63367.05,18.11,2020
United Republic of Tanzania,TZA,males,Injuries,19812.04,5.66,2020
United Republic of Tanzania,TZA,females,"Communicable, maternal, perinatal and nutritional conditions",91823.58,26.25,2020
United Republic of Tanzania,TZA,females,Noncommunicable diseases,67771.6,19.37,2020
United Republic of Tanzania,TZA,females,Injuries,10098.31,2.89,2020
United States of America,USA,persons,"Communicable, maternal, perinatal and nutritional conditions",515734.31,15.24,2020
United States of America,USA,persons,Noncommunicable diseases,2671701.77,78.95,2020
United States of America,USA,persons,Injuries,196639.33,5.81,2020
United States of America,USA,males,"Communicable, maternal, perinatal and nutritional conditions",275926.14,8.15,2020
United States of America,USA,males,Noncommunicable diseases,1362741.16,40.27,2020
United States of America,USA,males,Injuries,135690.07,4.01,2020
United States of America,USA,females,"Communicable, maternal, perinatal and nutritional conditions",239808.17,7.09,2020
United States of America,USA,females,Noncommunicable diseases,1308960.61,38.68,2020
United States of America,USA,females,Injuries,60949.26,1.8,2020
Uruguay,URY,persons,"Communicable, maternal, perinatal and nutritional conditions",2473.83,7.7,2020
Uruguay,URY,persons,Noncommunicable diseases,27372.54,85.22,2020
Uruguay,URY,persons,Injuries,2273.93,7.08,2020
Uruguay,URY,males,"Communicable, maternal, perinatal and nutritional conditions",1255.21,3.91,2020
Uruguay,URY,males,Noncommunicable diseases,13459.36,41.9,2020
Uruguay,URY,males,Injuries,1576.05,4.91,2020
Uruguay,URY,females,"Communicable, maternal, perinatal and nutritional conditions",1218.62,3.79,2020
Uruguay,URY,females,Noncommunicable diseases,13913.18,43.32,2020
Uruguay,URY,females,Injuries,697.88,2.17,2020
Uzbekistan,UZB,persons,"Communicable, maternal, perinatal and nutritional conditions",26526.56,11.59,2020
Uzbekistan,UZB,persons,Noncommunicable diseases,187582.56,81.95,2020
Uzbekistan,UZB,persons,Injuries,10227.64,4.47,2020
Uzbekistan,UZB,males,"Communicable, maternal, perinatal and nutritional conditions",15667.27,6.84,2020
Uzbekistan,UZB,males,Noncommunicable diseases,90329.01,39.46,2020
Uzbekistan,UZB,males,Injuries,7261.18,3.17,2020
Uzbekistan,UZB,females,"Communicable, maternal, perinatal and nutritional conditions",10859.29,4.74,2020
Uzbekistan,UZB,females,Noncommunicable diseases,97253.56,42.49,2020
Uzbekistan,UZB,females,Injuries,2966.46,1.3,2020
Vanuatu,VUT,persons,"Communicable, maternal, perinatal and nutritional conditions",310.75,14.72,2020
Vanuatu,VUT,persons,Noncommunicable diseases,1634.49,77.45,2020
Vanuatu,VUT,persons,Injuries,165.19,7.83,2020
Vanuatu,VUT,males,"Communicable, maternal, perinatal and nutritional conditions",175.62,8.32,2020
Vanuatu,VUT,males,Noncommunicable diseases,1042.27,49.39,2020
Vanuatu,VUT,males,Injuries,128.66,6.1,2020
Vanuatu,VUT,females,"Communicable, maternal, perinatal and nutritional conditions",135.12,6.4,2020
Vanuatu,VUT,females,Noncommunicable diseases,592.22,28.06,2020
Vanuatu,VUT,females,Injuries,36.53,1.73,2020
Venezuela (Bolivarian Republic of),VEN,persons,"Communicable, maternal, perinatal and nutritional conditions",22269.06,10.93,2020
Venezuela (Bolivarian Republic of),VEN,persons,Noncommunicable diseases,149731.02,73.51,2020
Venezuela (Bolivarian Republic of),VEN,persons,Injuries,29933.33,14.7,2020
Venezuela (Bolivarian Republic of),VEN,males,"Communicable, maternal, perinatal and nutritional conditions",12377.59,6.08,2020
Venezuela (Bolivarian Republic of),VEN,males,Noncommunicable diseases,82084.44,40.3,2020
Venezuela (Bolivarian Republic of),VEN,males,Injuries,26016.72,12.77,2020
Venezuela (Bolivarian Republic of),VEN,females,"Communicable, maternal, perinatal and nutritional conditions",9891.47,4.86,2020
Venezuela (Bolivarian Republic of),VEN,females,Noncommunicable diseases,67646.58,33.21,2020
Venezuela (Bolivarian Republic of),VEN,females,Injuries,3916.61,1.92,2020
Viet Nam,VNM,persons,"Communicable, maternal, perinatal and nutritional conditions",56632.21,9.16,2020
Viet Nam,VNM,persons,Noncommunicable diseases,502233.03,81.23,2020
Viet Nam,VNM,persons,Injuries,59406.23,9.61,2020
Viet Nam,VNM,males,"Communicable, maternal, perinatal and nutritional conditions",32842.01,5.31,2020
Viet Nam,VNM,males,Noncommunicable diseases,274419.21,44.38,2020
Viet Nam,VNM,males,Injuries,40749.28,6.59,2020
Viet Nam,VNM,females,"Communicable, maternal, perinatal and nutritional conditions",23790.19,3.85,2020
Viet Nam,VNM,females,Noncommunicable diseases,227813.82,36.85,2020
Viet Nam,VNM,females,Injuries,18656.95,3.02,2020
Yemen,YEM,persons,"Communicable, maternal, perinatal and nutritional conditions",67831.85,32.47,2020
Yemen,YEM,persons,Noncommunicable diseases,93823.17,44.91,2020
Yemen,YEM,persons,Injuries,44403.11,21.25,2020
Yemen,YEM,males,"Communicable, maternal, perinatal and nutritional conditions",36525.07,17.48,2020
Yemen,YEM,males,Noncommunicable diseases,47512.64,22.74,2020
Yemen,YEM,males,Injuries,33406.57,15.99,2020
Yemen,YEM,females,"Communicable, maternal, perinatal and nutritional conditions",31306.79,14.98,2020
Yemen,YEM,females,Noncommunicable diseases,46310.53,22.17,2020
Yemen,YEM,females,Injuries,10996.54,5.26,2020
Zambia,ZMB,persons,"Communicable, maternal, perinatal and nutritional conditions",79634.04,61.44,2020
Zambia,ZMB,persons,Noncommunicable diseases,40547.26,31.28,2020
Zambia,ZMB,persons,Injuries,8865.02,6.84,2020
Zambia,ZMB,males,"Communicable, maternal, perinatal and nutritional conditions",40859.37,31.52,2020
Zambia,ZMB,males,Noncommunicable diseases,21657.28,16.71,2020
Zambia,ZMB,males,Injuries,6198.19,4.78,2020
Zambia,ZMB,females,"Communicable, maternal, perinatal and nutritional conditions",38774.66,29.91,2020
Zambia,ZMB,females,Noncommunicable diseases,18889.98,14.57,2020
Zambia,ZMB,females,Injuries,2666.83,2.06,2020
Zimbabwe,ZWE,persons,"Communicable, maternal, perinatal and nutritional conditions",67689.24,47.06,2020
Zimbabwe,ZWE,persons,Noncommunicable diseases,62158.97,43.22,2020
Zimbabwe,ZWE,persons,Injuries,12975.04,9.02,2020
Zimbabwe,ZWE,males,"Communicable, maternal, perinatal and nutritional conditions",35196.89,24.47,2020
Zimbabwe,ZWE,males,Noncommunicable diseases,27440.8,19.08,2020
Zimbabwe,ZWE,males,Injuries,8739.37,6.08,2020
Zimbabwe,ZWE,females,"Communicable, maternal, perinatal and nutritional conditions",32492.36,22.59,2020
Zimbabwe,ZWE,females,Noncommunicable diseases,34718.17,24.14,2020
Zimbabwe,ZWE,females,Injuries,4235.67,2.94,2020
Afghanistan,AFG,persons,"Communicable, maternal, perinatal and nutritional conditions",133036.13,39.07,2021
Afghanistan,AFG,persons,Noncommunicable diseases,116654.55,34.26,2021
Afghanistan,AFG,persons,Injuries,78902.95,23.17,2021
Afghanistan,AFG,males,"Communicable, maternal, perinatal and nutritional conditions",63318.5,18.59,2021
Afghanistan,AFG,males,Noncommunicable diseases,49764.29,14.61,2021
Afghanistan,AFG,males,Injuries,60688.99,17.82,2021
Afghanistan,AFG,females,"Communicable, maternal, perinatal and nutritional conditions",69717.62,20.47,2021
Afghanistan,AFG,females,Noncommunicable diseases,66890.25,19.64,2021
Afghanistan,AFG,females,Injuries,18213.96,5.35,2021
Albania,ALB,persons,"Communicable, maternal, perinatal and nutritional conditions",7753.27,23.01,2021
Albania,ALB,persons,Noncommunicable diseases,22534.64,66.88,2021
Albania,ALB,persons,Injuries,732.17,2.17,2021
Albania,ALB,males,"Communicable, maternal, perinatal and nutritional conditions",4839.57,14.36,2021
Albania,ALB,males,Noncommunicable diseases,10238.56,30.39,2021
Albania,ALB,males,Injuries,506.44,1.5,2021
Albania,ALB,females,"Communicable, maternal, perinatal and nutritional conditions",2913.7,8.65,2021
Albania,ALB,females,Noncommunicable diseases,12296.08,36.49,2021
Albania,ALB,females,Injuries,225.72,0.67,2021
Algeria,DZA,persons,"Communicable, maternal, perinatal and nutritional conditions",37619.77,17.11,2021
Algeria,DZA,persons,Noncommunicable diseases,162463.29,73.89,2021
Algeria,DZA,persons,Injuries,14737.73,6.7,2021
Algeria,DZA,males,"Communicable, maternal, perinatal and nutritional conditions",20858.78,9.49,2021
Algeria,DZA,males,Noncommunicable diseases,69264.96,31.5,2021
Algeria,DZA,males,Injuries,9867.64,4.49,2021
Algeria,DZA,females,"Communicable, maternal, perinatal and nutritional conditions",16760.99,7.62,2021
Algeria,DZA,females,Noncommunicable diseases,93198.33,42.39,2021
Algeria,DZA,females,Injuries,4870.09,2.22,2021
Angola,AGO,persons,"Communicable, maternal, perinatal and nutritional conditions",154307.41,56.39,2021
Angola,AGO,persons,Noncommunicable diseases,96604.1,35.3,2021
Angola,AGO,persons,Injuries,19631.55,7.17,2021
Angola,AGO,males,"Communicable, maternal, perinatal and nutritional conditions",82087.68,30.0,2021
Angola,AGO,males,Noncommunicable diseases,48608.45,17.76,2021
Angola,AGO,males,Injuries,13457.03,4.92,2021
Angola,AGO,females,"Communicable, maternal, perinatal and nutritional conditions",72219.73,26.39,2021
Angola,AGO,females,Noncommunicable diseases,47995.65,17.54,2021
Angola,AGO,females,Injuries,6174.52,2.26,2021
Antigua and Barbuda,ATG,persons,"Communicable, maternal, perinatal and nutritional conditions",180.18,27.37,2021
Antigua and Barbuda,ATG,persons,Noncommunicable diseases,457.92,69.56,2021
Antigua and Barbuda,ATG,persons,Injuries,20.16,3.06,2021
Antigua and Barbuda,ATG,males,"Communicable, maternal, perinatal and nutritional conditions",90.71,13.78,2021
Antigua and Barbuda,ATG,males,Noncommunicable diseases,192.84,29.3,2021
Antigua and Barbuda,ATG,males,Injuries,14.0,2.13,2021
Antigua and Barbuda,ATG,females,"Communicable, maternal, perinatal and nutritional conditions",89.47,13.59,2021
Antigua and Barbuda,ATG,females,Noncommunicable diseases,265.08,40.27,2021
Antigua and Barbuda,ATG,females,Injuries,6.17,0.94,2021
Argentina,ARG,persons,"Communicable, maternal, perinatal and nutritional conditions",154398.87,35.62,2021
Argentina,ARG,persons,Noncommunicable diseases,262325.05,60.51,2021
Argentina,ARG,persons,Injuries,16798.02,3.87,2021
Argentina,ARG,males,"Communicable, maternal, perinatal and nutritional conditions",85854.04,19.8,2021
Argentina,ARG,males,Noncommunicable diseases,132453.85,30.55,2021
Argentina,ARG,males,Injuries,12326.3,2.84,2021
Argentina,ARG,females,"Communicable, maternal, perinatal and nutritional conditions",68544.83,15.81,2021
Argentina,ARG,females,Noncommunicable diseases,129871.19,29.96,2021
Argentina,ARG,females,Injuries,4471.72,1.03,2021
Armenia,ARM,persons,"Communicable, maternal, perinatal and nutritional conditions",8795.42,24.57,2021
Armenia,ARM,persons,Noncommunicable diseases,25754.61,71.94,2021
Armenia,ARM,persons,Injuries,1252.0,3.5,2021
Armenia,ARM,males,"Communicable, maternal, perinatal and nutritional conditions",4702.79,13.14,2021
Armenia,ARM,males,Noncommunicable diseases,14142.36,39.5,2021
Armenia,ARM,males,Injuries,978.73,2.73,2021
Armenia,ARM,females,"Communicable, maternal, perinatal and nutritional conditions",4092.63,11.43,2021
Armenia,ARM,females,Noncommunicable diseases,11612.25,32.43,2021
Armenia,ARM,females,Injuries,273.28,0.76,2021
Australia,AUS,persons,"Communicable, maternal, perinatal and nutritional conditions",7284.07,4.19,2021
Australia,AUS,persons,Noncommunicable diseases,155629.06,89.63,2021
Australia,AUS,persons,Injuries,10727.17,6.18,2021
Australia,AUS,males,"Communicable, maternal, perinatal and nutritional conditions",3630.98,2.09,2021
Australia,AUS,males,Noncommunicable diseases,80007.07,46.08,2021
Australia,AUS,males,Injuries,6721.87,3.87,2021
Australia,AUS,females,"Communicable, maternal, perinatal and nutritional conditions",3653.09,2.1,2021
Australia,AUS,females,Noncommunicable diseases,75621.99,43.55,2021
Australia,AUS,females,Injuries,4005.3,2.31,2021
Austria,AUT,persons,"Communicable, maternal, perinatal and nutritional conditions",10608.02,11.3,2021
Austria,AUT,persons,Noncommunicable diseases,78439.64,83.53,2021
Austria,AUT,persons,Injuries,4860.21,5.18,2021
Austria,AUT,males,"Communicable, maternal, perinatal and nutritional conditions",5558.98,5.92,2021
Austria,AUT,males,Noncommunicable diseases,38133.52,40.61,2021
Austria,AUT,males,Injuries,3055.54,3.25,2021
Austria,AUT,females,"Communicable, maternal, perinatal and nutritional conditions",5049.04,5.38,2021
Austria,AUT,females,Noncommunicable diseases,40306.11,42.92,2021
Austria,AUT,females,Injuries,1804.67,1.92,2021
Azerbaijan,AZE,persons,"Communicable, maternal, perinatal and nutritional conditions",21032.47,29.08,2021
Azerbaijan,AZE,persons,Noncommunicable diseases,42501.48,58.76,2021
Azerbaijan,AZE,persons,Injuries,3069.79,4.24,2021
Azerbaijan,AZE,males,"Communicable, maternal, perinatal and nutritional conditions",12375.73,17.11,2021
Azerbaijan,AZE,males,Noncommunicable diseases,18757.24,25.93,2021
Azerbaijan,AZE,males,Injuries,2236.84,3.09,2021
Azerbaijan,AZE,females,"Communicable, maternal, perinatal and nutritional conditions",8656.74,11.97,2021
Azerbaijan,AZE,females,Noncommunicable diseases,23744.24,32.83,2021
Azerbaijan,AZE,females,Injuries,832.95,1.15,2021
Bahamas,BHS,persons,"Communicable, maternal, perinatal and nutritional conditions",1179.99,25.91,2021
Bahamas,BHS,persons,Noncommunicable diseases,2724.67,59.82,2021
Bahamas,BHS,persons,Injuries,358.23,7.87,2021
Bahamas,BHS,males,"Communicable, maternal, perinatal and nutritional conditions",585.12,12.85,2021
Bahamas,BHS,males,Noncommunicable diseases,1368.75,30.05,2021
Bahamas,BHS,males,Injuries,285.23,6.26,2021
Bahamas,BHS,females,"Communicable, maternal, perinatal and nutritional conditions",594.87,13.06,2021
Bahamas,BHS,females,Noncommunicable diseases,1355.92,29.77,2021
Bahamas,BHS,females,Injuries,73.0,1.6,2021
Bahrain,BHR,persons,"Communicable, maternal, perinatal and nutritional conditions",1052.3,17.18,2021
Bahrain,BHR,persons,Noncommunicable diseases,4555.41,74.38,2021
Bahrain,BHR,persons,Injuries,320.87,5.24,2021
Bahrain,BHR,males,"Communicable, maternal, perinatal and nutritional conditions",657.59,10.74,2021
Bahrain,BHR,males,Noncommunicable diseases,2494.53,40.73,2021
Bahrain,BHR,males,Injuries,263.78,4.31,2021
Bahrain,BHR,females,"Communicable, maternal, perinatal and nutritional conditions",394.71,6.45,2021
Bahrain,BHR,females,Noncommunicable diseases,2060.89,33.65,2021
Bahrain,BHR,females,Injuries,57.09,0.93,2021
Bangladesh,BGD,persons,"Communicable, maternal, perinatal and nutritional conditions",246607.9,26.88,2021
Bangladesh,BGD,persons,Noncommunicable diseases,578585.04,63.07,2021
Bangladesh,BGD,persons,Injuries,63318.84,6.9,2021
Bangladesh,BGD,males,"Communicable, maternal, perinatal and nutritional conditions",134684.23,14.68,2021
Bangladesh,BGD,males,Noncommunicable diseases,287544.14,31.35,2021
Bangladesh,BGD,males,Injuries,47772.59,5.21,2021
Bangladesh,BGD,females,"Communicable, maternal, perinatal and nutritional conditions",111923.67,12.2,2021
Bangladesh,BGD,females,Noncommunicable diseases,291040.91,31.73,2021
Bangladesh,BGD,females,Injuries,15546.25,1.69,2021
Barbados,BRB,persons,"Communicable, maternal, perinatal and nutritional conditions",429.45,16.44,2021
Barbados,BRB,persons,Noncommunicable diseases,2068.78,79.18,2021
Barbados,BRB,persons,Injuries,114.5,4.38,2021
Barbados,BRB,males,"Communicable, maternal, perinatal and nutritional conditions",205.8,7.88,2021
Barbados,BRB,males,Noncommunicable diseases,959.47,36.72,2021
Barbados,BRB,males,Injuries,79.91,3.06,2021
Barbados,BRB,females,"Communicable, maternal, perinatal and nutritional conditions",223.65,8.56,2021
Barbados,BRB,females,Noncommunicable diseases,1109.31,42.46,2021
Barbados,BRB,females,Injuries,34.59,1.32,2021
Belarus,BLR,persons,"Communicable, maternal, perinatal and nutritional conditions",21464.6,16.01,2021
Belarus,BLR,persons,Noncommunicable diseases,101005.64,75.33,2021
Belarus,BLR,persons,Injuries,5244.77,3.91,2021
Belarus,BLR,males,"Communicable, maternal, perinatal and nutritional conditions",10882.35,8.12,2021
Belarus,BLR,males,Noncommunicable diseases,50933.92,37.99,2021
Belarus,BLR,males,Injuries,4077.3,3.04,2021
Belarus,BLR,females,"Communicable, maternal, perinatal and nutritional conditions",10582.25,7.89,2021
Belarus,BLR,females,Noncommunicable diseases,50071.72,37.34,2021
Belarus,BLR,females,Injuries,1167.48,0.87,2021
Belgium,BEL,persons,"Communicable, maternal, perinatal and nutritional conditions",20059.67,17.9,2021
Belgium,BEL,persons,Noncommunicable diseases,84992.61,75.85,2021
Belgium,BEL,persons,Injuries,6995.95,6.24,2021
Belgium,BEL,males,"Communicable, maternal, perinatal and nutritional conditions",9593.58,8.56,2021
Belgium,BEL,males,Noncommunicable diseases,42834.44,38.23,2021
Belgium,BEL,males,Injuries,4055.88,3.62,2021
Belgium,BEL,females,"Communicable, maternal, perinatal and nutritional conditions",10466.08,9.34,2021
Belgium,BEL,females,Noncommunicable diseases,42158.17,37.63,2021
Belgium,BEL,females,Injuries,2940.07,2.62,2021
Belize,BLZ,persons,"Communicable, maternal, perinatal and nutritional conditions",526.67,27.23,2021
Belize,BLZ,persons,Noncommunicable diseases,1043.66,53.95,2021
Belize,BLZ,persons,Injuries,302.11,15.62,2021
Belize,BLZ,males,"Communicable, maternal, perinatal and nutritional conditions",321.91,16.64,2021
Belize,BLZ,males,Noncommunicable diseases,487.38,25.2,2021
Belize,BLZ,males,Injuries,249.78,12.91,2021
Belize,BLZ,females,"Communicable, maternal, perinatal and nutritional conditions",204.76,10.59,2021
Belize,BLZ,females,Noncommunicable diseases,556.28,28.76,2021
Belize,BLZ,females,Injuries,52.33,2.71,2021
Benin,BEN,persons,"Communicable, maternal, perinatal and nutritional conditions",53172.95,53.36,2021
Benin,BEN,persons,Noncommunicable diseases,36103.41,36.23,2021
Benin,BEN,persons,Injuries,9240.83,9.27,2021
Benin,BEN,males,"Communicable, maternal, perinatal and nutritional conditions",28342.05,28.44,2021
Benin,BEN,males,Noncommunicable diseases,18814.35,18.88,2021
Benin,BEN,males,Injuries,6279.96,6.3,2021
Benin,BEN,females,"Communicable, maternal, perinatal and nutritional conditions",24830.9,24.92,2021
Benin,BEN,females,Noncommunicable diseases,17289.06,17.35,2021
Benin,BEN,females,Injuries,2960.87,2.97,2021
Bhutan,BTN,persons,"Communicable, maternal, perinatal and nutritional conditions",697.63,18.43,2021
Bhutan,BTN,persons,Noncommunicable diseases,2710.53,71.62,2021
Bhutan,BTN,persons,Injuries,376.55,9.95,2021
Bhutan,BTN,males,"Communicable, maternal, perinatal and nutritional conditions",347.19,9.17,2021
Bhutan,BTN,males,Noncommunicable diseases,1464.33,38.69,2021
Bhutan,BTN,males,Injuries,247.85,6.55,2021
Bhutan,BTN,females,"Communicable, maternal, perinatal and nutritional conditions",350.44,9.26,2021
Bhutan,BTN,females,Noncommunicable diseases,1246.2,32.93,2021
Bhutan,BTN,females,Injuries,128.7,3.4,2021
Bolivia (Plurinational State of),BOL,persons,"Communicable, maternal, perinatal and nutritional conditions",51852.06,44.92,2021
Bolivia (Plurinational State of),BOL,persons,Noncommunicable diseases,43337.56,37.55,2021
Bolivia (Plurinational State of),BOL,persons,Injuries,6383.24,5.53,2021
Bolivia (Plurinational State of),BOL,males,"Communicable, maternal, perinatal and nutritional conditions",30052.39,26.04,2021
Bolivia (Plurinational State of),BOL,males,Noncommunicable diseases,23068.3,19.99,2021
Bolivia (Plurinational State of),BOL,males,Injuries,4763.54,4.13,2021
Bolivia (Plurinational State of),BOL,females,"Communicable, maternal, perinatal and nutritional conditions",21799.67,18.89,2021
Bolivia (Plurinational State of),BOL,females,Noncommunicable diseases,20269.27,17.56,2021
Bolivia (Plurinational State of),BOL,females,Injuries,1619.71,1.4,2021
Bosnia and Herzegovina,BIH,persons,"Communicable, maternal, perinatal and nutritional conditions",12371.53,21.9,2021
Bosnia and Herzegovina,BIH,persons,Noncommunicable diseases,42062.4,74.45,2021
Bosnia and Herzegovina,BIH,persons,Injuries,1225.46,2.17,2021
Bosnia and Herzegovina,BIH,males,"Communicable, maternal, perinatal and nutritional conditions",6172.04,10.92,2021
Bosnia and Herzegovina,BIH,males,Noncommunicable diseases,16251.98,28.77,2021
Bosnia and Herzegovina,BIH,males,Injuries,807.58,1.43,2021
Bosnia and Herzegovina,BIH,females,"Communicable, maternal, perinatal and nutritional conditions",6199.49,10.97,2021
Bosnia and Herzegovina,BIH,females,Noncommunicable diseases,25810.42,45.69,2021
Bosnia and Herzegovina,BIH,females,Injuries,417.88,0.74,2021
Botswana,BWA,persons,"Communicable, maternal, perinatal and nutritional conditions",13314.09,58.65,2021
Botswana,BWA,persons,Noncommunicable diseases,6435.71,28.35,2021
Botswana,BWA,persons,Injuries,1337.88,5.89,2021
Botswana,BWA,males,"Communicable, maternal, perinatal and nutritional conditions",7387.7,32.54,2021
Botswana,BWA,males,Noncommunicable diseases,2701.56,11.9,2021
Botswana,BWA,males,Injuries,919.74,4.05,2021
Botswana,BWA,females,"Communicable, maternal, perinatal and nutritional conditions",5926.39,26.11,2021
Botswana,BWA,females,Noncommunicable diseases,3734.15,16.45,2021
Botswana,BWA,females,Injuries,418.14,1.84,2021
Brazil,BRA,persons,"Communicable, maternal, perinatal and nutritional conditions",650025.45,34.09,2021
Brazil,BRA,persons,Noncommunicable diseases,1095457.54,57.45,2021
Brazil,BRA,persons,Injuries,161212.07,8.46,2021
Brazil,BRA,males,"Communicable, maternal, perinatal and nutritional conditions",365444.56,19.17,2021
Brazil,BRA,males,Noncommunicable diseases,581345.99,30.49,2021
Brazil,BRA,males,Injuries,129083.42,6.77,2021
Brazil,BRA,females,"Communicable, maternal, perinatal and nutritional conditions",284580.89,14.93,2021
Brazil,BRA,females,Noncommunicable diseases,514111.55,26.96,2021
Brazil,BRA,females,Injuries,32128.65,1.69,2021
Brunei Darussalam,BRN,persons,"Communicable, maternal, perinatal and nutritional conditions",283.58,14.42,2021
Brunei Darussalam,BRN,persons,Noncommunicable diseases,1588.35,80.78,2021
Brunei Darussalam,BRN,persons,Injuries,94.41,4.8,2021
Brunei Darussalam,BRN,males,"Communicable, maternal, perinatal and nutritional conditions",157.28,8.0,2021
Brunei Darussalam,BRN,males,Noncommunicable diseases,874.84,44.49,2021
Brunei Darussalam,BRN,males,Injuries,72.05,3.66,2021
Brunei Darussalam,BRN,females,"Communicable, maternal, perinatal and nutritional conditions",126.3,6.42,2021
Brunei Darussalam,BRN,females,Noncommunicable diseases,713.5,36.29,2021
Brunei Darussalam,BRN,females,Injuries,22.36,1.14,2021
Bulgaria,BGR,persons,"Communicable, maternal, perinatal and nutritional conditions",32214.77,21.64,2021
Bulgaria,BGR,persons,Noncommunicable diseases,114072.32,76.61,2021
Bulgaria,BGR,persons,Injuries,2605.91,1.75,2021
Bulgaria,BGR,males,"Communicable, maternal, perinatal and nutritional conditions",17277.94,11.6,2021
Bulgaria,BGR,males,Noncommunicable diseases,58084.56,39.01,2021
Bulgaria,BGR,males,Injuries,1875.74,1.26,2021
Bulgaria,BGR,females,"Communicable, maternal, perinatal and nutritional conditions",14936.84,10.03,2021
Bulgaria,BGR,females,Noncommunicable diseases,55987.76,37.6,2021
Bulgaria,BGR,females,Injuries,730.17,0.49,2021
Burkina Faso,BFA,persons,"Communicable, maternal, perinatal and nutritional conditions",82987.76,51.05,2021
Burkina Faso,BFA,persons,Noncommunicable diseases,57902.2,35.62,2021
Burkina Faso,BFA,persons,Injuries,18996.9,11.69,2021
Burkina Faso,BFA,males,"Communicable, maternal, perinatal and nutritional conditions",43305.37,26.64,2021
Burkina Faso,BFA,males,Noncommunicable diseases,29175.7,17.95,2021
Burkina Faso,BFA,males,Injuries,12727.54,7.83,2021
Burkina Faso,BFA,females,"Communicable, maternal, perinatal and nutritional conditions",39682.39,24.41,2021
Burkina Faso,BFA,females,Noncommunicable diseases,28726.49,17.67,2021
Burkina Faso,BFA,females,Injuries,6269.36,3.86,2021
Burundi,BDI,persons,"Communicable, maternal, perinatal and nutritional conditions",41797.98,50.18,2021
Burundi,BDI,persons,Noncommunicable diseases,32360.12,38.85,2021
Burundi,BDI,persons,Injuries,8350.2,10.02,2021
Burundi,BDI,males,"Communicable, maternal, perinatal and nutritional conditions",21853.52,26.23,2021
Burundi,BDI,males,Noncommunicable diseases,16305.25,19.57,2021
Burundi,BDI,males,Injuries,5587.57,6.71,2021
Burundi,BDI,females,"Communicable, maternal, perinatal and nutritional conditions",19944.47,23.94,2021
Burundi,BDI,females,Noncommunicable diseases,16054.87,19.27,2021
Burundi,BDI,females,Injuries,2762.62,3.32,2021
Cabo Verde,CPV,persons,"Communicable, maternal, perinatal and nutritional conditions",751.4,23.25,2021
Cabo Verde,CPV,persons,Noncommunicable diseases,2072.23,64.12,2021
Cabo Verde,CPV,persons,Injuries,346.68,10.73,2021
Cabo Verde,CPV,males,"Communicable, maternal, perinatal and nutritional conditions",438.72,13.58,2021
Cabo Verde,CPV,males,Noncommunicable diseases,1098.87,34.0,2021
Cabo Verde,CPV,males,Injuries,276.12,8.54,2021
Cabo Verde,CPV,females,"Communicable, maternal, perinatal and nutritional conditions",312.67,9.67,2021
Cabo Verde,CPV,females,Noncommunicable diseases,973.35,30.12,2021
Cabo Verde,CPV,females,Injuries,70.56,2.18,2021
Cambodia,KHM,persons,"Communicable, maternal, perinatal and nutritional conditions",30909.41,25.06,2021
Cambodia,KHM,persons,Noncommunicable diseases,78472.5,63.62,2021
Cambodia,KHM,persons,Injuries,9501.26,7.7,2021
Cambodia,KHM,males,"Communicable, maternal, perinatal and nutritional conditions",16237.47,13.16,2021
Cambodia,KHM,males,Noncommunicable diseases,38431.53,31.16,2021
Cambodia,KHM,males,Injuries,6570.62,5.33,2021
Cambodia,KHM,females,"Communicable, maternal, perinatal and nutritional conditions",14671.95,11.9,2021
