country,iso3,sex,major_category,number_of_deaths,percentage_of_total_deaths
Republic of Moldova,MDA,persons,Noncommunicable diseases,35378.18,72.66
Republic of Moldova,MDA,persons,Injuries,1702.8,3.5
Republic of Moldova,MDA,males,"Communicable, maternal, perinatal and nutritional conditions",5598.18,11.5
Republic of Moldova,MDA,males,Noncommunicable diseases,17311.21,35.55
Republic of Moldova,MDA,males,Injuries,1319.43,2.71
Republic of Moldova,MDA,females,"Communicable, maternal, perinatal and nutritional conditions",6010.66,12.34
Republic of Moldova,MDA,females,Noncommunicable diseases,18066.97,37.11
Republic of Moldova,MDA,females,Injuries,383.37,0.79
Romania,ROU,persons,"Communicable, maternal, perinatal and nutritional conditions",79568.01,24.27
Romania,ROU,persons,Noncommunicable diseases,238769.82,72.82
Romania,ROU,persons,Injuries,9563.39,2.92
Romania,ROU,males,"Communicable, maternal, perinatal and nutritional conditions",43845.71,13.37
Romania,ROU,males,Noncommunicable diseases,118693.87,36.2
Romania,ROU,males,Injuries,7264.44,2.22
Romania,ROU,females,"Communicable, maternal, perinatal and nutritional conditions",35722.31,10.89
Romania,ROU,females,Noncommunicable diseases,120075.95,36.62
Romania,ROU,females,Injuries,2298.96,0.7
Russian Federation,RUS,persons,"Communicable, maternal, perinatal and nutritional conditions",658875.2,26.86
Russian Federation,RUS,persons,Noncommunicable diseases,1529272.01,62.34
Russian Federation,RUS,persons,Injuries,103047.87,4.2
Russian Federation,RUS,males,"Communicable, maternal, perinatal and nutritional conditions",325010.67,13.25
Russian Federation,RUS,males,Noncommunicable diseases,696660.04,28.4
Russian Federation,RUS,males,Injuries,75865.07,3.09
Russian Federation,RUS,females,"Communicable, maternal, perinatal and nutritional conditions",333864.53,13.61
Russian Federation,RUS,females,Noncommunicable diseases,832611.97,33.94
Russian Federation,RUS,females,Injuries,27182.8,1.11
Rwanda,RWA,persons,"Communicable, maternal, perinatal and nutritional conditions",30892.13,38.86
Rwanda,RWA,persons,Noncommunicable diseases,39975.94,50.29
Rwanda,RWA,persons,Injuries,7372.43,9.27
Rwanda,RWA,males,"Communicable, maternal, perinatal and nutritional conditions",15741.63,19.8
Rwanda,RWA,males,Noncommunicable diseases,19156.18,24.1
Rwanda,RWA,males,Injuries,4878.21,6.14
Rwanda,RWA,females,"Communicable, maternal, perinatal and nutritional conditions",15150.5,19.06
Rwanda,RWA,females,Noncommunicable diseases,20819.76,26.19
Rwanda,RWA,females,Injuries,2494.21,3.14
Saint Lucia,LCA,persons,"Communicable, maternal, perinatal and nutritional conditions",556.27,32.62
Saint Lucia,LCA,persons,Noncommunicable diseases,900.05,52.78
Saint Lucia,LCA,persons,Injuries,91.14,5.34
Saint Lucia,LCA,males,"Communicable, maternal, perinatal and nutritional conditions",390.84,22.92
Saint Lucia,LCA,males,Noncommunicable diseases,397.25,23.3
Saint Lucia,LCA,males,Injuries,70.96,4.16
Saint Lucia,LCA,females,"Communicable, maternal, perinatal and nutritional conditions",165.43,9.7
Saint Lucia,LCA,females,Noncommunicable diseases,502.8,29.49
Saint Lucia,LCA,females,Injuries,20.18,1.18
Saint Vincent and the Grenadines,VCT,persons,"Communicable, maternal, perinatal and nutritional conditions",190.97,18.99
Saint Vincent and the Grenadines,VCT,persons,Noncommunicable diseases,749.1,74.49
Saint Vincent and the Grenadines,VCT,persons,Injuries,65.56,6.52
Saint Vincent and the Grenadines,VCT,males,"Communicable, maternal, perinatal and nutritional conditions",113.66,11.3
Saint Vincent and the Grenadines,VCT,males,Noncommunicable diseases,397.79,39.56
Saint Vincent and the Grenadines,VCT,males,Injuries,53.32,5.3
Saint Vincent and the Grenadines,VCT,females,"Communicable, maternal, perinatal and nutritional conditions",77.31,7.69
Saint Vincent and the Grenadines,VCT,females,Noncommunicable diseases,351.31,34.93
Saint Vincent and the Grenadines,VCT,females,Injuries,12.24,1.22
Samoa,WSM,persons,"Communicable, maternal, perinatal and nutritional conditions",154.23,10.81
Samoa,WSM,persons,Noncommunicable diseases,1186.02,83.11
Samoa,WSM,persons,Injuries,86.83,6.08
Samoa,WSM,males,"Communicable, maternal, perinatal and nutritional conditions",72.21,5.06
Samoa,WSM,males,Noncommunicable diseases,576.37,40.39
Samoa,WSM,males,Injuries,60.52,4.24
Samoa,WSM,females,"Communicable, maternal, perinatal and nutritional conditions",82.02,5.75
Samoa,WSM,females,Noncommunicable diseases,609.64,42.72
Samoa,WSM,females,Injuries,26.31,1.84
Sao Tome and Principe,STP,persons,"Communicable, maternal, perinatal and nutritional conditions",352.44,31.49
Sao Tome and Principe,STP,persons,Noncommunicable diseases,663.2,59.26
Sao Tome and Principe,STP,persons,Injuries,75.92,6.78
Sao Tome and Principe,STP,males,"Communicable, maternal, perinatal and nutritional conditions",197.35,17.63
Sao Tome and Principe,STP,males,Noncommunicable diseases,312.16,27.89
Sao Tome and Principe,STP,males,Injuries,52.69,4.71
Sao Tome and Principe,STP,females,"Communicable, maternal, perinatal and nutritional conditions",155.1,13.86
Sao Tome and Principe,STP,females,Noncommunicable diseases,351.04,31.36
Sao Tome and Principe,STP,females,Injuries,23.24,2.08
Saudi Arabia,SAU,persons,"Communicable, maternal, perinatal and nutritional conditions",14065.51,16.46
Saudi Arabia,SAU,persons,Noncommunicable diseases,57799.35,67.63
Saudi Arabia,SAU,persons,Injuries,10078.65,11.79
Saudi Arabia,SAU,males,"Communicable, maternal, perinatal and nutritional conditions",8016.46,9.38
Saudi Arabia,SAU,males,Noncommunicable diseases,34086.86,39.88
Saudi Arabia,SAU,males,Injuries,8270.45,9.68
Saudi Arabia,SAU,females,"Communicable, maternal, perinatal and nutritional conditions",6049.04,7.08
Saudi Arabia,SAU,females,Noncommunicable diseases,23712.49,27.75
Saudi Arabia,SAU,females,Injuries,1808.2,2.12
Senegal,SEN,persons,"Communicable, maternal, perinatal and nutritional conditions",39132.21,38.95
Senegal,SEN,persons,Noncommunicable diseases,47912.94,47.69
Senegal,SEN,persons,Injuries,10253.97,10.21
Senegal,SEN,males,"Communicable, maternal, perinatal and nutritional conditions",22002.6,21.9
Senegal,SEN,males,Noncommunicable diseases,24577.12,24.46
Senegal,SEN,males,Injuries,7243.74,7.21
Senegal,SEN,females,"Communicable, maternal, perinatal and nutritional conditions",17129.61,17.05
Senegal,SEN,females,Noncommunicable diseases,23335.82,23.23
Senegal,SEN,females,Injuries,3010.24,3.0
Serbia,SRB,persons,"Communicable, maternal, perinatal and nutritional conditions",35568.06,25.81
Serbia,SRB,persons,Noncommunicable diseases,99456.15,72.16
Serbia,SRB,persons,Injuries,2802.32,2.03
Serbia,SRB,males,"Communicable, maternal, perinatal and nutritional conditions",20344.64,14.76
Serbia,SRB,males,Noncommunicable diseases,47031.31,34.12
Serbia,SRB,males,Injuries,1942.25,1.41
Serbia,SRB,females,"Communicable, maternal, perinatal and nutritional conditions",15223.42,11.05
Serbia,SRB,females,Noncommunicable diseases,52424.84,38.04
Serbia,SRB,females,Injuries,860.06,0.62
Seychelles,SYC,persons,"Communicable, maternal, perinatal and nutritional conditions",238.59,25.67
Seychelles,SYC,persons,Noncommunicable diseases,641.38,69.01
Seychelles,SYC,persons,Injuries,49.33,5.31
Seychelles,SYC,males,"Communicable, maternal, perinatal and nutritional conditions",125.92,13.55
Seychelles,SYC,males,Noncommunicable diseases,295.88,31.84
Seychelles,SYC,males,Injuries,37.01,3.98
Seychelles,SYC,females,"Communicable, maternal, perinatal and nutritional conditions",112.68,12.12
Seychelles,SYC,females,Noncommunicable diseases,345.51,37.18
Seychelles,SYC,females,Injuries,12.31,1.32
Sierra Leone,SLE,persons,"Communicable, maternal, perinatal and nutritional conditions",40050.18,57.57
Sierra Leone,SLE,persons,Noncommunicable diseases,23973.07,34.46
Sierra Leone,SLE,persons,Injuries,5151.75,7.41
Sierra Leone,SLE,males,"Communicable, maternal, perinatal and nutritional conditions",20645.32,29.68
Sierra Leone,SLE,males,Noncommunicable diseases,11084.18,15.93
Sierra Leone,SLE,males,Injuries,3256.9,4.68
Sierra Leone,SLE,females,"Communicable, maternal, perinatal and nutritional conditions",19404.85,27.9
Sierra Leone,SLE,females,Noncommunicable diseases,12888.89,18.53
Sierra Leone,SLE,females,Injuries,1894.85,2.72
Singapore,SGP,persons,"Communicable, maternal, perinatal and nutritional conditions",5220.78,21.66
Singapore,SGP,persons,Noncommunicable diseases,18050.72,74.89
Singapore,SGP,persons,Injuries,830.36,3.45
Singapore,SGP,males,"Communicable, maternal, perinatal and nutritional conditions",2782.83,11.55
Singapore,SGP,males,Noncommunicable diseases,10111.53,41.95
Singapore,SGP,males,Injuries,616.44,2.56
Singapore,SGP,females,"Communicable, maternal, perinatal and nutritional conditions",2437.95,10.12
Singapore,SGP,females,Noncommunicable diseases,7939.2,32.94
Singapore,SGP,females,Injuries,213.92,0.89
Slovakia,SVK,persons,"Communicable, maternal, perinatal and nutritional conditions",21717.86,29.6
Slovakia,SVK,persons,Noncommunicable diseases,49048.19,66.86
Slovakia,SVK,persons,Injuries,2597.97,3.54
Slovakia,SVK,males,"Communicable, maternal, perinatal and nutritional conditions",11184.63,15.25
Slovakia,SVK,males,Noncommunicable diseases,24712.05,33.68
Slovakia,SVK,males,Injuries,1809.43,2.47
Slovakia,SVK,females,"Communicable, maternal, perinatal and nutritional conditions",10533.23,14.36
Slovakia,SVK,females,Noncommunicable diseases,24336.14,33.17
Slovakia,SVK,females,Injuries,788.54,1.07
Slovenia,SVN,persons,"Communicable, maternal, perinatal and nutritional conditions",3912.94,17.28
Slovenia,SVN,persons,Noncommunicable diseases,17165.06,75.79
Slovenia,SVN,persons,Injuries,1570.62,6.93
Slovenia,SVN,males,"Communicable, maternal, perinatal and nutritional conditions",1801.59,7.95
Slovenia,SVN,males,Noncommunicable diseases,8799.45,38.85
Slovenia,SVN,males,Injuries,885.93,3.91
Slovenia,SVN,females,"Communicable, maternal, perinatal and nutritional conditions",2111.35,9.32
Slovenia,SVN,females,Noncommunicable diseases,8365.61,36.94
Slovenia,SVN,females,Injuries,684.69,3.02
Solomon Islands,SLB,persons,"Communicable, maternal, perinatal and nutritional conditions",1369.0,23.54
Solomon Islands,SLB,persons,Noncommunicable diseases,3966.7,68.22
Solomon Islands,SLB,persons,Injuries,478.85,8.24
Solomon Islands,SLB,males,"Communicable, maternal, perinatal and nutritional conditions",745.56,12.82
Solomon Islands,SLB,males,Noncommunicable diseases,2240.58,38.53
Solomon Islands,SLB,males,Injuries,371.69,6.39
Solomon Islands,SLB,females,"Communicable, maternal, perinatal and nutritional conditions",623.44,10.72
Solomon Islands,SLB,females,Noncommunicable diseases,1726.13,29.69
Solomon Islands,SLB,females,Injuries,107.17,1.84
Somalia,SOM,persons,"Communicable, maternal, perinatal and nutritional conditions",133823.25,63.83
Somalia,SOM,persons,Noncommunicable diseases,52702.39,25.14
Somalia,SOM,persons,Injuries,16764.97,8.0
Somalia,SOM,males,"Communicable, maternal, perinatal and nutritional conditions",71396.68,34.05
Somalia,SOM,males,Noncommunicable diseases,26512.07,12.65
Somalia,SOM,males,Injuries,11425.66,5.45
Somalia,SOM,females,"Communicable, maternal, perinatal and nutritional conditions",62426.57,29.78
Somalia,SOM,females,Noncommunicable diseases,26190.33,12.49
Somalia,SOM,females,Injuries,5339.31,2.55
South Africa,ZAF,persons,"Communicable, maternal, perinatal and nutritional conditions",361507.18,46.41
South Africa,ZAF,persons,Noncommunicable diseases,289449.55,37.16
South Africa,ZAF,persons,Injuries,66581.21,8.55
South Africa,ZAF,males,"Communicable, maternal, perinatal and nutritional conditions",194382.15,24.96
South Africa,ZAF,males,Noncommunicable diseases,102584.34,13.17
South Africa,ZAF,males,Injuries,49611.61,6.37
South Africa,ZAF,females,"Communicable, maternal, perinatal and nutritional conditions",167125.03,21.46
South Africa,ZAF,females,Noncommunicable diseases,186865.21,23.99
South Africa,ZAF,females,Injuries,16969.6,2.18
South Sudan,SSD,persons,"Communicable, maternal, perinatal and nutritional conditions",60672.03,60.4
South Sudan,SSD,persons,Noncommunicable diseases,29007.14,28.88
South Sudan,SSD,persons,Injuries,9584.92,9.54
South Sudan,SSD,males,"Communicable, maternal, perinatal and nutritional conditions",30178.2,30.04
South Sudan,SSD,males,Noncommunicable diseases,15187.16,15.12
South Sudan,SSD,males,Injuries,6652.78,6.62
South Sudan,SSD,females,"Communicable, maternal, perinatal and nutritional conditions",30493.83,30.36
South Sudan,SSD,females,Noncommunicable diseases,13819.98,13.76
South Sudan,SSD,females,Injuries,2932.14,2.92
Spain,ESP,persons,"Communicable, maternal, perinatal and nutritional conditions",57991.95,12.84
Spain,ESP,persons,Noncommunicable diseases,377694.82,83.61
Spain,ESP,persons,Injuries,16022.09,3.55
Spain,ESP,males,"Communicable, maternal, perinatal and nutritional conditions",31873.97,7.06
Spain,ESP,males,Noncommunicable diseases,189924.58,42.05
Spain,ESP,males,Injuries,10049.95,2.22
Spain,ESP,females,"Communicable, maternal, perinatal and nutritional conditions",26117.98,5.78
Spain,ESP,females,Noncommunicable diseases,187770.24,41.57
Spain,ESP,females,Injuries,5972.14,1.32
Sri Lanka,LKA,persons,"Communicable, maternal, perinatal and nutritional conditions",22991.42,15.44
Sri Lanka,LKA,persons,Noncommunicable diseases,111316.38,74.76
Sri Lanka,LKA,persons,Injuries,10657.66,7.16
Sri Lanka,LKA,males,"Communicable, maternal, perinatal and nutritional conditions",13685.43,9.19
Sri Lanka,LKA,males,Noncommunicable diseases,55472.78,37.26
Sri Lanka,LKA,males,Injuries,8085.83,5.43
Sri Lanka,LKA,females,"Communicable, maternal, perinatal and nutritional conditions",9305.99,6.25
Sri Lanka,LKA,females,Noncommunicable diseases,55843.6,37.5
Sri Lanka,LKA,females,Injuries,2571.83,1.73
Sudan,SDN,persons,"Communicable, maternal, perinatal and nutritional conditions",122750.33,44.35
Sudan,SDN,persons,Noncommunicable diseases,118820.85,42.93
Sudan,SDN,persons,Injuries,23937.38,8.65
Sudan,SDN,males,"Communicable, maternal, perinatal and nutritional conditions",70306.93,25.4
Sudan,SDN,males,Noncommunicable diseases,56594.57,20.45
Sudan,SDN,males,Injuries,15827.84,5.72
Sudan,SDN,females,"Communicable, maternal, perinatal and nutritional conditions",52443.4,18.95
Sudan,SDN,females,Noncommunicable diseases,62226.28,22.48
Sudan,SDN,females,Injuries,8109.54,2.93
Suriname,SUR,persons,"Communicable, maternal, perinatal and nutritional conditions",1920.78,37.02
Suriname,SUR,persons,Noncommunicable diseases,2592.41,49.97
Suriname,SUR,persons,Injuries,386.1,7.44
Suriname,SUR,males,"Communicable, maternal, perinatal and nutritional conditions",1233.8,23.78
Suriname,SUR,males,Noncommunicable diseases,1175.62,22.66
Suriname,SUR,males,Injuries,264.85,5.1
Suriname,SUR,females,"Communicable, maternal, perinatal and nutritional conditions",686.98,13.24
Suriname,SUR,females,Noncommunicable diseases,1416.79,27.31
Suriname,SUR,females,Injuries,121.25,2.34
Sweden,SWE,persons,"Communicable, maternal, perinatal and nutritional conditions",9853.27,10.7
Sweden,SWE,persons,Noncommunicable diseases,77642.02,84.29
Sweden,SWE,persons,Injuries,4620.48,5.02
Sweden,SWE,males,"Communicable, maternal, perinatal and nutritional conditions",5443.81,5.91
Sweden,SWE,males,Noncommunicable diseases,38336.85,41.62
Sweden,SWE,males,Injuries,2810.82,3.05
Sweden,SWE,females,"Communicable, maternal, perinatal and nutritional conditions",4409.45,4.79
Sweden,SWE,females,Noncommunicable diseases,39305.18,42.67
Sweden,SWE,females,Injuries,1809.67,1.96
Switzerland,CHE,persons,"Communicable, maternal, perinatal and nutritional conditions",8881.84,12.42
Switzerland,CHE,persons,Noncommunicable diseases,58661.95,82.05
Switzerland,CHE,persons,Injuries,3948.91,5.52
Switzerland,CHE,males,"Communicable, maternal, perinatal and nutritional conditions",4638.92,6.49
Switzerland,CHE,males,Noncommunicable diseases,28418.48,39.75
Switzerland,CHE,males,Injuries,2223.04,3.11
Switzerland,CHE,females,"Communicable, maternal, perinatal and nutritional conditions",4242.91,5.93
Switzerland,CHE,females,Noncommunicable diseases,30243.48,42.3
Switzerland,CHE,females,Injuries,1725.87,2.41
Syrian Arab Republic,SYR,persons,"Communicable, maternal, perinatal and nutritional conditions",14427.01,13.24
Syrian Arab Republic,SYR,persons,Noncommunicable diseases,80291.06,73.69
Syrian Arab Republic,SYR,persons,Injuries,11915.42,10.94
Syrian Arab Republic,SYR,males,"Communicable, maternal, perinatal and nutritional conditions",7939.37,7.29
Syrian Arab Republic,SYR,males,Noncommunicable diseases,37646.2,34.55
Syrian Arab Republic,SYR,males,Injuries,8980.92,8.24
Syrian Arab Republic,SYR,females,"Communicable, maternal, perinatal and nutritional conditions",6487.64,5.95
Syrian Arab Republic,SYR,females,Noncommunicable diseases,42644.86,39.14
Syrian Arab Republic,SYR,females,Injuries,2934.49,2.69
Tajikistan,TJK,persons,"Communicable, maternal, perinatal and nutritional conditions",14050.11,31.37
Tajikistan,TJK,persons,Noncommunicable diseases,25601.14,57.16
Tajikistan,TJK,persons,Injuries,3240.66,7.24
Tajikistan,TJK,males,"Communicable, maternal, perinatal and nutritional conditions",7865.56,17.56
Tajikistan,TJK,males,Noncommunicable diseases,12068.96,26.95
Tajikistan,TJK,males,Injuries,2435.33,5.44
Tajikistan,TJK,females,"Communicable, maternal, perinatal and nutritional conditions",6184.55,13.81
Tajikistan,TJK,females,Noncommunicable diseases,13532.17,30.21
Tajikistan,TJK,females,Injuries,805.33,1.8
Thailand,THA,persons,"Communicable, maternal, perinatal and nutritional conditions",121369.56,19.17
Thailand,THA,persons,Noncommunicable diseases,429570.83,67.84
Thailand,THA,persons,Injuries,55826.59,8.82
Thailand,THA,males,"Communicable, maternal, perinatal and nutritional conditions",65869.34,10.4
Thailand,THA,males,Noncommunicable diseases,216991.44,34.27
Thailand,THA,males,Injuries,44306.2,7.0
Thailand,THA,females,"Communicable, maternal, perinatal and nutritional conditions",55500.22,8.76
Thailand,THA,females,Noncommunicable diseases,212579.39,33.57
Thailand,THA,females,Injuries,11520.38,1.82
Timor-Leste,TLS,persons,"Communicable, maternal, perinatal and nutritional conditions",3679.07,39.44
Timor-Leste,TLS,persons,Noncommunicable diseases,4766.67,51.1
Timor-Leste,TLS,persons,Injuries,613.32,6.58
Timor-Leste,TLS,males,"Communicable, maternal, perinatal and nutritional conditions",2026.15,21.72
Timor-Leste,TLS,males,Noncommunicable diseases,2349.47,25.19
Timor-Leste,TLS,males,Injuries,406.9,4.36
Timor-Leste,TLS,females,"Communicable, maternal, perinatal and nutritional conditions",1652.92,17.72
Timor-Leste,TLS,females,Noncommunicable diseases,2417.2,25.92
Timor-Leste,TLS,females,Injuries,206.42,2.21
Togo,TGO,persons,"Communicable, maternal, perinatal and nutritional conditions",28736.96,45.45
Togo,TGO,persons,Noncommunicable diseases,27494.13,43.48
Togo,TGO,persons,Injuries,6203.59,9.81
Togo,TGO,males,"Communicable, maternal, perinatal and nutritional conditions",15841.36,25.05
Togo,TGO,males,Noncommunicable diseases,15019.78,23.75
Togo,TGO,males,Injuries,4251.48,6.72
Togo,TGO,females,"Communicable, maternal, perinatal and nutritional conditions",12895.6,20.4
Togo,TGO,females,Noncommunicable diseases,12474.34,19.73
Togo,TGO,females,Injuries,1952.11,3.09
Tonga,TON,persons,"Communicable, maternal, perinatal and nutritional conditions",66.28,9.99
Tonga,TON,persons,Noncommunicable diseases,561.4,84.61
Tonga,TON,persons,Injuries,35.84,5.4
Tonga,TON,males,"Communicable, maternal, perinatal and nutritional conditions",33.92,5.11
Tonga,TON,males,Noncommunicable diseases,294.12,44.33
Tonga,TON,males,Injuries,24.31,3.66
Tonga,TON,females,"Communicable, maternal, perinatal and nutritional conditions",32.37,4.88
Tonga,TON,females,Noncommunicable diseases,267.28,40.28
Tonga,TON,females,Injuries,11.53,1.74
Trinidad and Tobago,TTO,persons,"Communicable, maternal, perinatal and nutritional conditions",2861.62,21.08
Trinidad and Tobago,TTO,persons,Noncommunicable diseases,8895.25,65.54
Trinidad and Tobago,TTO,persons,Injuries,1109.41,8.17
Trinidad and Tobago,TTO,males,"Communicable, maternal, perinatal and nutritional conditions",1646.78,12.13
Trinidad and Tobago,TTO,males,Noncommunicable diseases,4595.68,33.86
Trinidad and Tobago,TTO,males,Injuries,930.93,6.86
Trinidad and Tobago,TTO,females,"Communicable, maternal, perinatal and nutritional conditions",1214.85,8.95
Trinidad and Tobago,TTO,females,Noncommunicable diseases,4299.57,31.68
Trinidad and Tobago,TTO,females,Injuries,178.48,1.31
Tunisia,TUN,persons,"Communicable, maternal, perinatal and nutritional conditions",26945.33,30.24
Tunisia,TUN,persons,Noncommunicable diseases,50717.59,56.93
Tunisia,TUN,persons,Injuries,3840.21,4.31
Tunisia,TUN,males,"Communicable, maternal, perinatal and nutritional conditions",17520.13,19.67
Tunisia,TUN,males,Noncommunicable diseases,25418.98,28.53
Tunisia,TUN,males,Injuries,2705.65,3.04
Tunisia,TUN,females,"Communicable, maternal, perinatal and nutritional conditions",9425.19,10.58
Tunisia,TUN,females,Noncommunicable diseases,25298.61,28.4
Tunisia,TUN,females,Injuries,1134.56,1.27
Türkiye,TUR,persons,"Communicable, maternal, perinatal and nutritional conditions",148270.27,22.3
Türkiye,TUR,persons,Noncommunicable diseases,457200.62,68.76
Türkiye,TUR,persons,Injuries,21411.84,3.22
Türkiye,TUR,males,"Communicable, maternal, perinatal and nutritional conditions",83557.99,12.57
Türkiye,TUR,males,Noncommunicable diseases,233445.99,35.11
Türkiye,TUR,males,Injuries,15138.21,2.28
Türkiye,TUR,females,"Communicable, maternal, perinatal and nutritional conditions",64712.29,9.73
Türkiye,TUR,females,Noncommunicable diseases,223754.64,33.65
Türkiye,TUR,females,Injuries,6273.63,0.94
Turkmenistan,TKM,persons,"Communicable, maternal, perinatal and nutritional conditions",11282.88,26.3
Turkmenistan,TKM,persons,Noncommunicable diseases,28819.23,67.18
Turkmenistan,TKM,persons,Injuries,2375.01,5.54
Turkmenistan,TKM,males,"Communicable, maternal, perinatal and nutritional conditions",6913.4,16.12
Turkmenistan,TKM,males,Noncommunicable diseases,14014.57,32.67
Turkmenistan,TKM,males,Injuries,1721.59,4.01
Turkmenistan,TKM,females,"Communicable, maternal, perinatal and nutritional conditions",4369.48,10.19
Turkmenistan,TKM,females,Noncommunicable diseases,14804.67,34.51
Turkmenistan,TKM,females,Injuries,653.42,1.52
Uganda,UGA,persons,"Communicable, maternal, perinatal and nutritional conditions",127723.32,50.76
Uganda,UGA,persons,Noncommunicable diseases,92952.79,36.94
Uganda,UGA,persons,Injuries,27107.91,10.77
Uganda,UGA,males,"Communicable, maternal, perinatal and nutritional conditions",67953.52,27.01
Uganda,UGA,males,Noncommunicable diseases,47113.65,18.73
Uganda,UGA,males,Injuries,19556.04,7.77
Uganda,UGA,females,"Communicable, maternal, perinatal and nutritional conditions",59769.8,23.76
Uganda,UGA,females,Noncommunicable diseases,45839.14,18.22
Uganda,UGA,females,Injuries,7551.87,3.0
Ukraine,UKR,persons,"Communicable, maternal, perinatal and nutritional conditions",140994.01,18.27
Ukraine,UKR,persons,Noncommunicable diseases,562430.72,72.88
Ukraine,UKR,persons,Injuries,28253.01,3.66
Ukraine,UKR,males,"Communicable, maternal, perinatal and nutritional conditions",68569.21,8.89
Ukraine,UKR,males,Noncommunicable diseases,259252.25,33.59
Ukraine,UKR,males,Injuries,22153.97,2.87
Ukraine,UKR,females,"Communicable, maternal, perinatal and nutritional conditions",72424.8,9.38
Ukraine,UKR,females,Noncommunicable diseases,303178.47,39.29
Ukraine,UKR,females,Injuries,6099.04,0.79
United Arab Emirates,ARE,persons,"Communicable, maternal, perinatal and nutritional conditions",2390.91,16.8
United Arab Emirates,ARE,persons,Noncommunicable diseases,9692.08,68.09
United Arab Emirates,ARE,persons,Injuries,1547.36,10.87
United Arab Emirates,ARE,males,"Communicable, maternal, perinatal and nutritional conditions",1479.45,10.39
United Arab Emirates,ARE,males,Noncommunicable diseases,6587.93,46.28
United Arab Emirates,ARE,males,Injuries,1321.43,9.28
United Arab Emirates,ARE,females,"Communicable, maternal, perinatal and nutritional conditions",911.46,6.4
United Arab Emirates,ARE,females,Noncommunicable diseases,3104.15,21.81
United Arab Emirates,ARE,females,Injuries,225.93,1.59
United Kingdom,GBR,persons,"Communicable, maternal, perinatal and nutritional conditions",117025.16,16.97
United Kingdom,GBR,persons,Noncommunicable diseases,549542.64,79.68
United Kingdom,GBR,persons,Injuries,23156.03,3.36
United Kingdom,GBR,males,"Communicable, maternal, perinatal and nutritional conditions",59405.06,8.61
United Kingdom,GBR,males,Noncommunicable diseases,272517.12,39.51
United Kingdom,GBR,males,Injuries,13912.58,2.02
United Kingdom,GBR,females,"Communicable, maternal, perinatal and nutritional conditions",57620.1,8.35
United Kingdom,GBR,females,Noncommunicable diseases,277025.53,40.16
United Kingdom,GBR,females,Injuries,9243.45,1.34
United Republic of Tanzania,TZA,persons,"Communicable, maternal, perinatal and nutritional conditions",190409.0,51.4
United Republic of Tanzania,TZA,persons,Noncommunicable diseases,143547.34,38.75
United Republic of Tanzania,TZA,persons,Injuries,31182.66,8.42
United Republic of Tanzania,TZA,males,"Communicable, maternal, perinatal and nutritional conditions",96870.7,26.15
United Republic of Tanzania,TZA,males,Noncommunicable diseases,67964.61,18.35
United Republic of Tanzania,TZA,males,Injuries,20591.3,5.56
United Republic of Tanzania,TZA,females,"Communicable, maternal, perinatal and nutritional conditions",93538.3,25.25
United Republic of Tanzania,TZA,females,Noncommunicable diseases,75582.74,20.4
United Republic of Tanzania,TZA,females,Injuries,10591.37,2.86
United States of America,USA,persons,"Communicable, maternal, perinatal and nutritional conditions",570464.44,16.55
United States of America,USA,persons,Noncommunicable diseases,2667661.2,77.39
United States of America,USA,persons,Injuries,209019.59,6.06
United States of America,USA,males,"Communicable, maternal, perinatal and nutritional conditions",316564.85,9.18
United States of America,USA,males,Noncommunicable diseases,1379105.8,40.01
United States of America,USA,males,Injuries,144042.58,4.18
United States of America,USA,females,"Communicable, maternal, perinatal and nutritional conditions",253899.59,7.37
United States of America,USA,females,Noncommunicable diseases,1288555.4,37.38
United States of America,USA,females,Injuries,64977.01,1.88
Uruguay,URY,persons,"Communicable, maternal, perinatal and nutritional conditions",8960.13,21.98
Uruguay,URY,persons,Noncommunicable diseases,29304.83,71.9
Uruguay,URY,persons,Injuries,2494.95,6.12
Uruguay,URY,males,"Communicable, maternal, perinatal and nutritional conditions",4921.82,12.08
Uruguay,URY,males,Noncommunicable diseases,14193.91,34.82
Uruguay,URY,males,Injuries,1711.06,4.2
Uruguay,URY,females,"Communicable, maternal, perinatal and nutritional conditions",4038.31,9.91
Uruguay,URY,females,Noncommunicable diseases,15110.92,37.07
Uruguay,URY,females,Injuries,783.89,1.92
Uzbekistan,UZB,persons,"Communicable, maternal, perinatal and nutritional conditions",26825.45,12.36
Uzbekistan,UZB,persons,Noncommunicable diseases,173858.72,80.09
Uzbekistan,UZB,persons,Injuries,10414.97,4.8
Uzbekistan,UZB,males,"Communicable, maternal, perinatal and nutritional conditions",15818.22,7.29
Uzbekistan,UZB,males,Noncommunicable diseases,81354.05,37.48
Uzbekistan,UZB,males,Injuries,7441.43,3.43
Uzbekistan,UZB,females,"Communicable, maternal, perinatal and nutritional conditions",11007.23,5.07
Uzbekistan,UZB,females,Noncommunicable diseases,92504.66,42.61
Uzbekistan,UZB,females,Injuries,2973.54,1.37
Vanuatu,VUT,persons,"Communicable, maternal, perinatal and nutritional conditions",393.86,17.63
Vanuatu,VUT,persons,Noncommunicable diseases,1601.25,71.69
Vanuatu,VUT,persons,Injuries,167.46,7.5
Vanuatu,VUT,males,"Communicable, maternal, perinatal and nutritional conditions",221.2,9.9
Vanuatu,VUT,males,Noncommunicable diseases,984.0,44.05
